             VARIABLE : Tropical Cyclone Heat Potential (KJ/cm2)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : tchp_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -1.E+34
             SUBSET   : 180 by 188 points (LONGITUDE-LATITUDE)
             Z=0:4737
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30.3E	30.8E	31.3E	31.8E	32.3E	32.8E	33.3E	33.8E	34.3E	34.8E	35.3E	35.8E	36.3E	36.8E	37.3E	37.8E	38.3E	38.8E	39.3E	39.8E	40.3E	40.8E	41.3E	41.8E	42.3E	42.8E	43.3E	43.8E	44.3E	44.8E	45.3E	45.8E	46.3E	46.8E	47.3E	47.8E	48.3E	48.8E	49.3E	49.8E	50.3E	50.8E	51.3E	51.8E	52.3E	52.8E	53.3E	53.8E	54.3E	54.8E	55.3E	55.8E	56.3E	56.8E	57.3E	57.8E	58.3E	58.8E	59.3E	59.8E	60.3E	60.8E	61.3E	61.8E	62.3E	62.8E	63.3E	63.8E	64.3E	64.8E	65.3E	65.8E	66.3E	66.8E	67.3E	67.8E	68.3E	68.8E	69.3E	69.8E	70.3E	70.8E	71.3E	71.8E	72.3E	72.8E	73.3E	73.8E	74.3E	74.8E	75.3E	75.8E	76.3E	76.8E	77.3E	77.8E	78.3E	78.8E	79.3E	79.8E	80.3E	80.8E	81.3E	81.8E	82.3E	82.8E	83.3E	83.8E	84.3E	84.8E	85.3E	85.8E	86.3E	86.8E	87.3E	87.8E	88.3E	88.8E	89.3E	89.8E	90.3E	90.8E	91.3E	91.8E	92.3E	92.8E	93.3E	93.8E	94.3E	94.8E	95.3E	95.8E	96.3E	96.8E	97.3E	97.8E	98.3E	98.8E	99.3E	99.8E	100.3E	100.8E	101.3E	101.8E	102.3E	102.8E	103.3E	103.8E	104.3E	104.8E	105.3E	105.8E	106.3E	106.8E	107.3E	107.8E	108.3E	108.8E	109.3E	109.8E	110.3E	110.8E	111.3E	111.8E	112.3E	112.8E	113.3E	113.8E	114.3E	114.8E	115.3E	115.8E	116.3E	116.8E	117.3E	117.8E	118.3E	118.8E	119.3E	119.8E
8.4S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1734111	0.3950674	1.17279	2.572149	4.557696	6.025928	7.034694	7.672902	8.245951	9.199329	10.76533	11.49124	12.73719	13.84524	15.1694	16.60265	17.03737	17.01201	17.06621	16.92245	15.86848	14.05437	11.72244	9.53159	9.007061	10.10008	12.14122	14.40617	15.42724	15.41768	14.2147	9.793626	5.340131	2.41871	1.00231	0	0	0	0.2696134	1.784854	3.134822	5.618495	9.126621	11.12859	11.42028	12.4045	15.94394	17.50968	18.30067	18.59274	18.86584	19.35629	19.4456	18.24512	16.60802	16.74586	18.38253	20.62348	22.6831	24.53515	25.99857	26.76585	26.92112	26.67509	26.51522	26.52351	27.3083	28.4771	29.20688	29.20344	28.71143	28.34014	27.45635	25.42669	22.51468	19.91937	17.26447	15.02031	13.3987	11.66017	11.66801	13.35789	17.17871	22.71996	32.64284	41.08572	48.71432	56.78029	67.02136	79.06322	91.27976	99.33482	103.8682	106.6247	108.283	107.4417	103.903	98.48322	96.50721	102.2606	111.9386	119.1004	117.334	106.8512	105.3518	106.6374	105.0693	104.2072	103.6759	100.7454	95.907	93.0872	90.83102	84.5051	82.84206	80.05708	75.13702	-1.E+34	-1.E+34	66.06158	77.86621	80.13669	80.92305	89.11604	92.00183	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34
8.1S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1073214	0.4969358	1.790483	4.074137	6.149012	7.393037	7.810083	7.812299	8.277395	8.87762	9.897488	11.38031	12.6555	13.95247	14.92537	15.01778	14.86293	15.12764	15.44982	15.1838	14.19314	12.92524	11.99286	11.43691	11.49501	13.31845	14.97075	15.09956	14.90919	13.94227	9.751367	5.304049	2.290872	0.78162	0	0	0	0.6405783	2.84854	4.916073	7.479704	10.76983	12.74818	13.46434	17.15267	19.91555	21.01186	21.89134	22.39201	22.76262	22.83521	23.04852	23.39257	23.30357	23.44271	24.70356	27.18678	29.99347	32.13914	33.38859	34.22383	34.28461	34.0742	34.14532	34.31154	34.71341	35.23955	35.02456	34.10466	32.95114	32.20732	31.05948	28.67107	25.34302	21.41137	18.9986	17.06941	15.71882	14.39502	14.56244	16.34615	20.75998	29.12224	39.10182	45.98059	52.83793	61.35302	71.79326	82.92797	93.29807	100.546	105.5447	109.8555	112.6064	114.0289	113.8193	108.3052	101.4795	103.9338	112.8746	123.6462	126.3847	121.1941	118.0718	116.2456	113.2178	111.2772	108.4428	108.644	100.576	96.24673	93.57775	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	67.61624	79.88296	80.70837	82.47639	88.66043	91.95206	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34
7.9S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09716667	0.8684876	3.103762	6.002137	7.719742	7.935115	7.508935	7.449947	7.668615	8.257593	10.07709	11.89943	12.72855	12.95056	12.42187	11.52065	11.58452	11.85419	12.26836	12.26178	12.33585	12.50034	12.30154	12.1788	13.41828	13.97407	14.5052	14.35216	13.62542	9.990108	6.035779	2.478809	1.253529	0.175506	0	0.1591596	1.785359	4.51122	6.801324	9.264057	12.05486	14.12226	17.74842	21.06882	23.34638	24.63887	26.73434	28.03942	28.42651	28.34048	27.75026	27.2961	28.07945	29.14929	30.51903	32.84587	35.79219	38.09879	39.32762	40.12242	40.04723	39.52654	39.23193	39.09062	40.11176	40.92791	40.6256	39.07732	37.65507	36.31201	33.82082	30.9801	27.39053	23.47725	20.78778	19.16026	18.03514	16.93577	17.13768	19.6392	25.98366	35.91815	44.33758	50.06614	56.88223	66.04369	76.67194	86.85323	95.27979	101.7876	107.4221	110.9618	113.4083	116.1768	121.1697	119.0943	108.5363	105.8608	113.5393	125.8275	131.5542	130.4288	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	70.05717	82.47888	82.65868	83.39263	85.48438	88.02052	88.86113	83.08919	74.63728	66.89516	67.7141
7.6S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1327694	1.839073	5.38822	7.803718	8.009818	7.252373	6.969029	7.15395	7.414137	8.515244	10.17835	10.67256	10.52367	10.20385	9.993146	9.88729	9.893612	9.919573	10.00051	10.88807	11.83902	11.97394	12.04214	12.26367	12.7956	13.40123	13.53892	13.08929	10.26388	6.600671	2.99556	1.647943	0.8452187	0.2921183	1.002004	3.173575	5.965881	8.237761	10.62883	13.04492	17.02198	20.92041	23.93361	26.75632	29.8099	32.20205	33.75887	34.29892	34.09942	33.77505	33.79332	34.00742	34.52128	35.56831	37.61718	40.28738	42.46531	43.67183	44.00624	44.20681	44.27956	44.67482	45.29001	45.81304	45.73957	44.86161	43.49001	42.13973	40.2979	36.78338	32.75146	29.00192	25.42907	22.52527	21.24916	20.40072	19.52142	20.67242	24.52587	32.81726	42.86652	48.95041	53.59484	60.88486	70.76526	81.37461	90.51928	97.65846	103.5148	107.6854	110.3953	111.9529	116.8428	127.1297	127.8818	117.5907	109.5268	114.9266	127.0874	133.8551	134.0051	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	71.32951	84.85793	85.34389	87.056	85.16867	83.51955	86.42143	85.32114	77.90242	71.3269	69.29388
7.4S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6732858	4.329956	7.4581	7.787181	6.961883	6.660216	6.821704	7.190113	8.281841	9.463973	9.709224	9.261083	8.776898	8.422977	8.382957	8.527482	8.602776	8.881546	10.04954	10.94996	11.46587	11.54486	11.53105	12.15893	12.41164	12.29128	11.88242	10.41199	7.513999	4.147867	2.61275	1.832472	1.652681	2.232094	4.856003	6.988467	8.985107	11.30922	15.08716	19.85241	23.29765	26.27912	30.50508	33.80785	36.48249	38.16114	38.71168	38.61748	38.49091	38.98884	39.63333	40.53469	41.71198	43.6893	46.08233	47.98903	48.96471	48.77621	48.7299	49.00509	49.34135	49.61758	49.56902	48.99889	48.26772	47.42109	45.89519	43.24862	39.0789	34.46162	30.79156	27.60023	24.99937	23.7076	23.38931	23.65157	25.51541	31.34488	40.50771	49.18531	53.11908	57.33575	65.02333	75.67569	85.76113	93.75847	99.47572	103.6884	107.0043	108.7169	110.8135	118.2356	131.7778	133.1613	125.2077	115.6645	119.4671	130.1072	134.9772	137.9836	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	73.78612	85.80243	87.3798	89.81461	88.11649	83.4836	86.69157	85.87269	79.71959	71.21461	64.94191
7.1S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1146903	3.135772	6.735735	7.328192	6.603089	6.367616	6.3703	6.847889	7.742939	8.432149	8.365252	7.82661	6.980366	6.687226	6.819211	7.081913	7.12531	7.386739	8.30471	9.494734	10.34255	10.54894	10.52874	11.02744	11.17378	11.05259	10.94833	10.32173	7.998387	5.873419	3.776907	3.212967	3.276539	4.321788	6.420562	7.640515	9.492939	12.71719	17.11714	22.01512	25.5013	29.6587	34.00877	37.31244	39.93032	41.91237	43.30439	43.79384	43.81156	43.97957	44.12055	44.92185	46.40862	48.29427	50.34624	51.83065	52.30256	52.11942	52.16048	52.4758	52.72826	52.91536	53.30052	52.97801	52.0861	51.01024	49.21397	45.96542	41.48704	36.47401	33.25766	30.25297	28.21642	27.49059	27.44509	28.4419	32.22455	39.47938	48.8966	54.94699	57.15357	60.99451	68.96301	80.01505	89.64771	96.52122	100.2295	103.2016	105.7774	107.1998	110.3295	120.1986	133.6626	135.4202	130.5594	124.0797	125.5137	133.1076	135.8348	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	77.28367	84.11464	87.90807	90.44151	90.14534	86.25643	88.0205	85.37627	78.10155	66.50344	58.97052
6.9S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002818412	0.07608134	0.01133615	0.05380751	0.08593388	0	0	0	0	0	0	1.631972	5.362966	6.622834	6.133793	5.815981	5.634177	5.703306	5.999438	6.30935	6.237879	5.835165	4.682406	4.452981	4.917561	5.276218	5.264409	5.277438	5.778708	7.041773	8.369169	9.06447	9.296352	9.424583	9.412535	9.409679	9.872518	10.15652	8.704864	6.932264	5.414242	4.946242	5.50742	6.679856	7.557786	8.618427	10.52123	14.29444	18.74316	23.90184	28.79633	32.91657	37.3271	40.78426	43.71894	46.37582	48.00793	48.89501	49.39354	49.84501	50.24578	50.68407	51.44292	52.31749	53.23608	54.57236	54.68322	54.40842	54.37597	54.98788	56.27633	56.89123	57.28429	57.24	56.52774	54.81902	52.47842	49.02104	44.41181	39.5503	35.96513	33.46303	31.86303	31.37913	31.69537	34.88575	40.01947	48.39442	57.02097	60.42752	61.06874	64.14542	72.34668	83.20354	92.7251	98.64092	100.8141	102.6247	104.5986	106.7802	111.4416	121.7195	134.1369	136.2434	133.8041	130.8692	131.0024	136.3091	139.3644	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	80.30429	80.95441	78.81295	84.82806	91.83145	86.78529	87.49601	83.21335	74.25304	62.17699	55.28752
6.6S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08066534	0.3558502	0.4232123	0.2098908	0.2344361	0.3204092	0.1609924	0	0	0	0	0	0.6493885	3.391913	5.111429	5.13323	4.511116	4.421679	4.538765	4.830354	5.08592	4.79403	4.002132	2.995276	2.411649	2.86617	3.242634	3.338466	3.040352	3.24753	4.477535	6.069203	7.096512	7.592327	7.539608	7.669589	8.148468	9.131372	10.21294	9.647429	8.17668	7.515367	7.566449	7.981139	8.592852	9.145844	9.897505	12.21483	16.06756	20.80399	26.73243	31.4971	35.79197	40.50701	44.37136	47.77613	50.51392	52.72858	53.91478	54.75958	55.4249	55.96729	56.33713	56.71712	56.9341	57.21237	57.35299	56.75995	56.25673	56.73455	58.16571	59.28836	60.31099	60.92689	61.6408	60.8786	59.00678	55.70456	52.08648	47.37855	42.71308	38.94526	36.49433	35.23877	35.36169	37.40751	41.7853	49.48821	58.63656	64.63223	65.41882	64.68169	67.17096	75.04517	85.16976	93.80618	99.89369	102.1032	102.7506	104.7439	107.2817	113.2734	125.2227	133.4751	136.0107	133.1055	137.2955	136.564	144.7426	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	77.36156	78.27126	77.96591	84.26925	90.6619	84.34277	84.6078	80.05758	69.6295	58.75665	53.28379
6.4S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04224513	0.1889351	0.4715225	0.5345288	0.2755674	0.2868947	0.4530478	0.3132806	0.1090671	0	0	0	0	0.2571616	2.281169	3.488533	3.834177	3.831784	3.855868	4.134246	4.356202	4.41083	4.223509	3.349718	2.471712	1.862667	1.809726	2.00215	1.896095	1.453812	1.710322	2.808049	4.257648	5.402686	6.218475	6.379096	7.353266	8.351542	9.752063	10.59334	10.63793	10.29027	10.16365	10.18479	10.16825	10.75253	11.23555	13.23103	15.28803	18.58523	23.39156	28.97926	33.77157	38.61687	43.56425	48.30817	51.76473	54.80658	57.14299	58.54136	59.63221	60.37427	60.656	60.76652	60.9875	60.64075	60.14685	59.48015	58.51608	57.91571	58.61023	60.22249	61.86545	63.29592	64.87711	65.90027	65.18904	62.99023	59.21616	55.07059	50.20585	45.66722	42.23871	39.88623	39.03117	40.06149	43.26038	50.48264	60.12849	67.75748	71.25527	70.59865	68.51547	70.12243	77.12006	86.14394	93.65567	99.65242	102.4772	104.2364	105.4263	109.3549	115.8095	127.5891	133.3997	134.5969	131.9114	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	122.4432	118.4623	112.4148	110.8659	111.3522	109.2025	105.896	104.3734	101.6208	99.42634	97.12798	93.61065	89.33727	84.03782	77.49416	76.83869	76.91283	78.94711	83.4362	80.38564	79.55128	75.78627	64.62865	56.52721	52.0064
6.1S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1351885	0.3429857	0.3711173	0.1832746	0.2024255	0.3677045	0.2682939	0.1727342	0.06429271	0.002904312	0	0	0.113169	1.157522	2.298722	2.671129	2.847447	3.228768	3.661034	4.020494	4.000269	3.688966	2.875216	2.187543	1.891031	1.932339	1.816219	1.357895	1.013445	1.286186	2.164023	3.621096	5.059068	6.106304	7.072587	8.837763	9.547777	11.00707	12.98882	12.31943	12.00936	12.18468	12.44561	12.72658	14.21985	15.85544	17.03931	18.67818	21.67547	26.13757	30.61839	35.6726	41.3177	46.54414	52.03099	55.81656	58.92776	60.93966	62.21397	63.3227	63.69743	63.6078	63.72575	63.78349	63.12685	61.98734	60.67438	59.62432	59.28205	60.12989	61.96357	63.98499	66.59358	68.97357	69.96981	69.3353	66.93728	63.26986	58.22964	53.14263	48.47606	45.40207	43.24818	42.83476	44.88786	50.48613	60.16863	70.32765	75.72172	77.79534	75.74679	72.78587	73.24271	79.07943	87.0713	93.50417	98.08939	101.9079	104.4044	106.9652	111.6848	118.6566	129.564	133.5485	133.7274	131.7142	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	121.1787	125.5429	122.1263	116.6069	115.2725	113.6852	109.9972	107.9003	105.1761	102.366	99.65392	96.53717	92.56648	88.01381	85.2508	77.35906	74.17425	76.47464	78.29856	75.22907	73.50108	69.03349	60.06661	54.07592	49.69974
5.9S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07455028	0.1153819	0.0661271	0.07432485	0.1746311	0.129139	0.1328864	0.07606588	0.03567923	0	0	0.009173809	0.4000119	1.118513	1.483417	2.087076	2.959923	3.677885	4.13401	3.931976	3.470039	3.036632	2.779074	2.910902	2.737422	2.295074	1.979429	1.798903	2.477308	3.484334	4.47654	5.887287	7.435245	8.845507	10.66982	11.95027	13.64145	15.64629	16.78304	16.01753	14.62454	16.83312	18.0895	18.81532	19.2683	19.72269	21.76822	24.62445	28.19887	32.14969	37.76972	43.98613	49.42662	55.11745	59.34183	61.93287	63.31249	64.11199	64.69295	64.5702	64.23512	64.50102	64.50835	63.71005	62.30504	60.74915	59.91223	59.97713	61.19456	63.54488	66.65272	70.0178	72.44431	73.60658	72.99499	70.78272	67.11532	62.17081	56.54046	51.47278	48.41495	46.49867	46.92413	50.69552	58.76548	70.61739	79.30437	83.15348	83.52373	80.54128	77.19067	76.89886	81.24897	88.51121	94.76279	99.14198	102.2983	105.0487	109.3755	114.5769	122.8729	130.5102	134.0885	134.7579	133.2066	-1.E+34	-1.E+34	-1.E+34	-1.E+34	132.4081	127.9357	123.5683	125.663	123.8392	119.2241	116.1052	112.4746	108.4758	105.9036	104.3028	102.577	100.9901	98.62531	94.6729	90.48804	83.89961	75.06306	71.53842	71.59866	71.97871	69.05714	66.37494	61.51564	52.92465	48.55256	45.19281
5.6S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01562231	0.02072045	0	0	0	0	0.09358104	0.5718266	1.155631	2.14264	3.096375	3.785807	4.231802	4.652527	4.849897	4.750649	4.873416	4.805546	4.234752	3.830388	4.280176	5.063705	6.462302	7.705759	8.380217	9.214386	10.60389	12.17229	14.28813	16.01534	17.87232	19.6819	20.94242	21.42582	21.65421	22.07891	21.83971	21.79248	22.26588	22.89925	25.11444	27.48655	30.2403	34.4215	40.57544	46.67993	51.65676	57.48614	61.46161	63.41018	64.00996	64.0564	63.76001	63.09667	62.95597	63.40008	63.35329	62.55132	61.05368	59.6853	59.42548	60.25214	62.24272	65.54988	69.35337	72.92615	75.44448	76.59907	76.15007	74.29991	70.84525	66.25583	60.79418	55.62874	52.16583	50.71871	52.37853	57.77117	68.86189	80.1909	87.33733	89.49277	88.51286	85.05984	81.69962	80.93784	84.20427	90.60426	97.12257	102.0551	105.1189	108.7381	113.0109	119.1781	127.3967	132.9436	134.4914	137.7681	137.3312	-1.E+34	-1.E+34	-1.E+34	-1.E+34	129.83	129.3316	125.9135	122.4077	118.4334	113.1612	108.0986	104.5698	101.1833	99.6142	99.82096	100.1096	99.63268	97.56771	93.77433	88.6405	80.03242	72.24338	67.96951	66.37041	65.34261	62.08306	58.80275	51.12487	44.62099	40.66189	33.77081
5.4S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002560858	0.1622236	0.6636793	1.759342	3.161884	4.289081	5.535388	7.180567	7.808425	7.584427	7.607586	8.02456	7.841646	7.395359	7.693186	9.061311	11.29451	13.47214	14.88204	15.42705	15.87563	16.72013	17.91293	19.92694	22.46684	24.16518	25.14856	25.58528	25.38291	25.8101	25.91669	25.73845	25.83455	26.05312	26.25908	28.28339	30.14426	33.05655	37.03855	43.1283	49.03668	53.71644	58.31601	61.70551	63.14324	62.86938	61.98101	60.86847	59.82845	59.86918	60.47411	60.48909	59.94935	58.96408	58.37368	59.04218	60.54022	63.48877	67.46704	71.93171	75.62485	77.93694	79.3731	79.93848	79.05361	75.76692	71.47128	65.6862	60.0162	56.71438	56.05059	58.48814	66.44473	78.18359	88.45755	93.62469	94.33659	92.72606	89.18481	85.89341	85.13972	87.74407	93.43243	99.88403	105.3473	109.5815	112.8476	117.5518	124.4339	132.297	134.5304	136.5169	138.7252	142.7521	-1.E+34	-1.E+34	-1.E+34	-1.E+34	128.9644	124.1079	119.7603	113.0378	106.9187	101.0194	96.92861	93.71609	91.35945	91.14976	93.50063	95.57116	95.51234	93.07423	89.31731	83.81983	75.45302	69.06943	63.79903	61.29697	59.34862	54.30209	49.83453	43.01035	42.15898	-1.E+34	-1.E+34
5.1S	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05430054	0.5630233	1.336124	2.981025	4.908284	7.399475	10.0427	12.3773	13.89037	14.1721	13.64007	13.30565	12.5224	11.39564	11.70604	14.05687	17.95447	21.49619	23.64068	24.31209	24.28024	24.07089	24.80671	25.72996	27.88445	29.87375	31.22994	32.15597	32.52834	32.12931	31.41673	31.35	30.65313	30.11872	29.00554	29.40755	30.79788	32.24988	35.30629	39.4928	45.15534	50.95835	54.9689	57.86689	59.96733	60.81927	59.97914	58.24306	57.01823	56.48454	57.05612	58.21011	58.51597	57.74878	57.32913	57.45473	58.8679	61.01834	64.4426	69.41418	74.2251	77.93916	81.37606	83.45152	84.94528	84.77506	82.14464	78.03046	71.96304	66.267	62.92777	62.99126	66.65321	75.21205	87.00031	94.74075	98.13345	98.08857	96.40054	92.95285	89.98573	88.90971	91.30181	96.45061	102.3985	107.8123	113.4243	116.7762	121.9533	130.3838	135.7176	136.9347	139.6266	140.3351	-1.E+34	-1.E+34	-1.E+34	-1.E+34	-1.E+34	126.1752	116.1171	108.4978	100.7695	95.02972	89.88751	85.78654	82.5244	80.26505	80.28776	83.93395	86.79935	86.85185	84.69356	81.59645	76.8844	70.69138	65.18012	59.93083	56.05799	54.07041	49.61528	44.99047	41.45575	44.07893	-1.E+34	-1.E+34
