             VARIABLE : Potential temperature (deg_C)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : ts_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -1.E+10       
             SUBSET   : 180 by 188 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30.3E	30.8E	31.3E	31.8E	32.3E	32.8E	33.3E	33.8E	34.3E	34.8E	35.3E	35.8E	36.3E	36.8E	37.3E	37.8E	38.3E	38.8E	39.3E	39.8E	40.3E	40.8E	41.3E	41.8E	42.3E	42.8E	43.3E	43.8E	44.3E	44.8E	45.3E	45.8E	46.3E	46.8E	47.3E	47.8E	48.3E	48.8E	49.3E	49.8E	50.3E	50.8E	51.3E	51.8E	52.3E	52.8E	53.3E	53.8E	54.3E	54.8E	55.3E	55.8E	56.3E	56.8E	57.3E	57.8E	58.3E	58.8E	59.3E	59.8E	60.3E	60.8E	61.3E	61.8E	62.3E	62.8E	63.3E	63.8E	64.3E	64.8E	65.3E	65.8E	66.3E	66.8E	67.3E	67.8E	68.3E	68.8E	69.3E	69.8E	70.3E	70.8E	71.3E	71.8E	72.3E	72.8E	73.3E	73.8E	74.3E	74.8E	75.3E	75.8E	76.3E	76.8E	77.3E	77.8E	78.3E	78.8E	79.3E	79.8E	80.3E	80.8E	81.3E	81.8E	82.3E	82.8E	83.3E	83.8E	84.3E	84.8E	85.3E	85.8E	86.3E	86.8E	87.3E	87.8E	88.3E	88.8E	89.3E	89.8E	90.3E	90.8E	91.3E	91.8E	92.3E	92.8E	93.3E	93.8E	94.3E	94.8E	95.3E	95.8E	96.3E	96.8E	97.3E	97.8E	98.3E	98.8E	99.3E	99.8E	100.3E	100.8E	101.3E	101.8E	102.3E	102.8E	103.3E	103.8E	104.3E	104.8E	105.3E	105.8E	106.3E	106.8E	107.3E	107.8E	108.3E	108.8E	109.3E	109.8E	110.3E	110.8E	111.3E	111.8E	112.3E	112.8E	113.3E	113.8E	114.3E	114.8E	115.3E	115.8E	116.3E	116.8E	117.3E	117.8E	118.3E	118.8E	119.3E	119.8E
11.9S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.089	25.07422	25.21312	25.36036	25.43016	25.41902	25.42019	25.48616	25.56534	25.67958	25.80278	25.94053	26.04053	26.05976	25.97408	25.76247	25.06311	24.54065	24.64692	25.04262	25.36188	25.3739	25.38171	25.46222	25.60884	25.76313	25.86613	25.93493	25.95226	25.94438	25.97157	26.05011	26.12434	26.21402	26.36223	26.49217	26.60162	26.61913	26.55528	26.43888	26.34649	26.29659	26.32934	26.46959	26.49368	26.3196	25.95793	25.85118	25.90837	25.94555	25.91678	25.87648	25.88076	25.95087	26.06565	26.1782	26.25635	26.30455	26.32106	26.32822	26.32619	26.29098	26.27637	26.29848	26.37984	26.44216	26.475	26.50114	26.48284	26.41404	26.34164	26.26557	26.20893	26.19468	26.22962	26.30865	26.35502	26.34861	26.30724	26.27147	26.22603	26.17337	26.10745	26.02778	26.005	26.01715	25.98184	25.84754	25.66071	25.4703	25.33873	25.25292	25.2262	25.24359	25.30007	25.3394	25.40388	25.47849	25.5193	25.54871	25.61118	25.7576	25.91336	26.03849	26.13562	26.24039	26.39391	26.58319	26.81536	27.07063	27.29709	27.4648	27.5937	27.69239	27.78542	27.90313	28.04515	28.18143	28.29426	28.36792	28.41065	28.4357	28.44166	28.45539	28.47709	28.48897	28.49329	28.49005	28.49704	28.52447	28.54573	28.5586	28.58401	28.61502	28.64058	28.64507	28.57401	28.49363	28.45759	28.41068	28.35236	28.28457	28.22089	28.1644	28.14173	28.17097	28.23694	28.28029	28.37551	28.38012	28.30434	28.05908	27.80761	27.78424	27.84633	27.83091	27.67756	27.51318	27.50592
11.6S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.10468	25.08174	25.19481	25.339	25.44133	25.44984	25.46095	25.50715	25.57693	25.69906	25.84708	25.96873	25.97555	25.853	25.60076	25.16601	24.65491	24.60389	24.8689	25.20158	25.34604	25.33896	25.38127	25.48308	25.65774	25.82848	25.92457	25.98117	25.98844	25.96684	25.99159	26.06906	26.14407	26.21137	26.33764	26.46465	26.6088	26.65849	26.61704	26.53392	26.45091	26.41053	26.41925	26.5216	26.58537	26.43654	26.02859	25.85395	25.8956	25.94374	25.9314	25.91026	25.94586	26.04828	26.17325	26.28597	26.3621	26.40816	26.42918	26.44168	26.44816	26.41767	26.40193	26.42333	26.45907	26.47657	26.50328	26.53843	26.52179	26.44482	26.37613	26.31933	26.28121	26.25818	26.26394	26.33568	26.39372	26.3912	26.35341	26.30145	26.23543	26.16058	26.06991	25.95831	25.89777	25.87435	25.80867	25.67403	25.51086	25.35106	25.23058	25.14744	25.12653	25.14917	25.18322	25.23499	25.32351	25.38277	25.40695	25.45305	25.56737	25.71015	25.83448	25.94825	26.03487	26.10034	26.20145	26.36125	26.57664	26.84341	27.11589	27.34428	27.51679	27.64976	27.77983	27.91833	28.07166	28.2287	28.36794	28.45452	28.49982	28.50413	28.48629	28.4775	28.48861	28.49233	28.50223	28.51165	28.52764	28.55141	28.57457	28.58803	28.61673	28.65506	28.69202	28.67948	28.5854	28.51354	28.49304	28.46152	28.42268	28.36133	28.29485	28.23927	28.22399	28.26022	28.34506	28.41948	28.47525	28.47388	28.41736	28.18447	27.88258	27.82092	27.87081	27.84345	27.65353	27.4979	27.49253
11.4S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.12605	25.09363	25.17712	25.29874	25.44601	25.49303	25.51993	25.55995	25.6313	25.76039	25.88587	25.8956	25.73914	25.4441	25.09046	24.76659	24.66922	24.81953	25.08	25.27949	25.31542	25.31933	25.40613	25.529	25.70396	25.87095	25.97461	26.02261	26.02744	26.00196	26.02883	26.10191	26.17332	26.23508	26.32569	26.44271	26.61113	26.69318	26.66635	26.60771	26.54569	26.50597	26.49446	26.57969	26.6776	26.55405	26.12734	25.85561	25.8623	25.93826	25.94851	25.96713	26.04789	26.17432	26.29439	26.3965	26.44777	26.47783	26.50136	26.51471	26.52382	26.49919	26.47585	26.48219	26.48516	26.4752	26.50664	26.54921	26.53204	26.45705	26.39447	26.35874	26.33436	26.30685	26.29564	26.35941	26.42296	26.42295	26.38654	26.32335	26.23716	26.14084	26.02965	25.89742	25.79614	25.73183	25.64455	25.51283	25.37607	25.24686	25.15591	25.0896	25.05037	25.04962	25.08011	25.15322	25.25147	25.2978	25.34076	25.43263	25.56981	25.68554	25.79471	25.89518	25.98537	26.04229	26.0945	26.19578	26.36578	26.60315	26.88396	27.15563	27.37688	27.54539	27.70752	27.87355	28.05874	28.23649	28.39052	28.50186	28.54409	28.54695	28.51175	28.49736	28.49899	28.49793	28.50885	28.52688	28.54976	28.57471	28.60402	28.62655	28.66567	28.7172	28.75047	28.70375	28.58261	28.5197	28.50756	28.505	28.49898	28.45694	28.38628	28.32945	28.31228	28.35274	28.44399	28.51605	28.5398	28.52782	28.48345	28.27839	27.94395	27.85058	27.90756	27.86661	27.63606	27.47848	27.47546
11.1S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.14914	25.11648	25.17378	25.24841	25.41197	25.51624	25.57337	25.62803	25.70335	25.78477	25.79965	25.62955	25.35909	25.06508	24.84557	24.7821	24.85629	25.04439	25.20293	25.27525	25.2813	25.32426	25.43473	25.57349	25.74084	25.88242	25.9829	26.04064	26.04907	26.03948	26.07629	26.14047	26.19945	26.25794	26.32129	26.42979	26.61	26.71787	26.7077	26.67225	26.63265	26.57898	26.56417	26.64327	26.75102	26.66793	26.2678	25.88339	25.82538	25.91232	25.98044	26.04292	26.16198	26.28925	26.39989	26.4815	26.50717	26.52313	26.53392	26.53741	26.55486	26.54429	26.51872	26.50442	26.48772	26.46811	26.49566	26.53652	26.51539	26.44914	26.39783	26.37245	26.35535	26.33143	26.31676	26.377	26.43785	26.44185	26.40387	26.33509	26.23275	26.11648	25.99637	25.86261	25.73173	25.62796	25.52821	25.4075	25.2961	25.19311	25.10678	25.02995	24.98647	24.98874	25.03998	25.13498	25.21585	25.30287	25.38083	25.48534	25.55869	25.66418	25.78563	25.89271	25.98047	26.03757	26.06988	26.12274	26.23592	26.41024	26.65312	26.92883	27.18332	27.37664	27.55505	27.74359	27.95145	28.16813	28.37104	28.51085	28.56532	28.57232	28.54352	28.52377	28.51945	28.50976	28.51748	28.54155	28.57509	28.61059	28.64269	28.67293	28.72556	28.78195	28.78411	28.6958	28.56686	28.51731	28.51353	28.54587	28.58234	28.55613	28.48087	28.41126	28.39365	28.43295	28.50917	28.56848	28.57363	28.55272	28.51914	28.33815	27.98403	27.88061	27.95685	27.90588	27.63782	27.46362	27.45525
10.9S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.17583	25.15596	25.19962	25.20549	25.35276	25.48647	25.57864	25.64017	25.69043	25.69177	25.53766	25.31073	25.09507	24.94558	24.8953	24.93517	25.04599	25.16298	25.21968	25.24846	25.2612	25.33241	25.44875	25.59701	25.7507	25.86779	25.95549	26.02935	26.04952	26.0569	26.10653	26.1681	26.21384	26.25877	26.30334	26.41613	26.60034	26.72307	26.72605	26.70758	26.68936	26.6414	26.63364	26.7058	26.81396	26.77007	26.44245	25.98293	25.80748	25.86436	25.99408	26.10637	26.23998	26.35857	26.44643	26.5113	26.54343	26.56529	26.55602	26.51953	26.53519	26.54449	26.52772	26.50247	26.47445	26.45672	26.47837	26.51291	26.48969	26.42158	26.37555	26.35983	26.35406	26.33683	26.33392	26.39455	26.45238	26.45919	26.40694	26.33045	26.21825	26.09428	25.97755	25.85743	25.72725	25.60809	25.50216	25.39195	25.28789	25.16953	25.05812	24.97042	24.94593	24.97945	25.05061	25.14992	25.27032	25.38325	25.48084	25.53735	25.57715	25.65609	25.78532	25.9152	26.01326	26.07963	26.09212	26.11217	26.19341	26.31029	26.48019	26.71604	26.96924	27.1755	27.35812	27.55641	27.78293	28.03795	28.29584	28.49299	28.58159	28.5885	28.57474	28.55825	28.54995	28.53234	28.53583	28.56351	28.60934	28.65204	28.68378	28.71768	28.77802	28.829	28.79116	28.67255	28.55816	28.52618	28.52785	28.60615	28.68928	28.668	28.5807	28.48033	28.45066	28.48313	28.55023	28.60411	28.58943	28.56466	28.5306	28.36191	28.009	27.91736	28.0108	27.97277	27.67358	27.46306	27.43951
10.6S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.20326	25.21478	25.26921	25.18159	25.27772	25.40602	25.49172	25.53928	25.55197	25.46664	25.28953	25.13427	25.03654	24.99611	25.00837	25.05571	25.11823	25.16627	25.18445	25.1928	25.22927	25.30818	25.42694	25.58564	25.73205	25.84286	25.92002	25.99858	26.03989	26.05464	26.11491	26.1788	26.20491	26.23407	26.27514	26.39735	26.57815	26.69848	26.71797	26.70839	26.70271	26.67868	26.69204	26.76368	26.8716	26.84599	26.62979	26.17604	25.832	25.82371	25.96859	26.11807	26.2421	26.33691	26.39438	26.44012	26.51847	26.59909	26.59102	26.49128	26.48043	26.49865	26.50093	26.48155	26.44964	26.4334	26.45064	26.47787	26.46489	26.39895	26.34656	26.33484	26.34504	26.3445	26.36565	26.43383	26.48548	26.48194	26.39783	26.3029	26.19311	26.08228	25.99004	25.90661	25.81296	25.70722	25.59094	25.46268	25.32647	25.17627	25.03331	24.95548	24.95381	24.97656	25.06128	25.20843	25.36786	25.48641	25.57224	25.61947	25.65002	25.70593	25.81079	25.94218	26.05046	26.13223	26.15273	26.15134	26.19138	26.28037	26.40722	26.57191	26.7846	26.98001	27.16421	27.35791	27.58921	27.86913	28.17574	28.43887	28.58145	28.59964	28.59907	28.59267	28.58917	28.56887	28.5678	28.60285	28.65739	28.69894	28.7227	28.75422	28.81165	28.84729	28.78685	28.66392	28.57863	28.57292	28.59799	28.71339	28.81503	28.79248	28.68546	28.54871	28.4854	28.51438	28.58702	28.63904	28.60002	28.56441	28.52797	28.36195	28.02667	27.97114	28.07756	28.06805	27.76664	27.48982	27.43416
10.4S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.3152	25.2288	25.30488	25.38144	25.20365	25.20492	25.29125	25.35384	25.37803	25.36571	25.28022	25.16197	25.08668	25.04583	25.02881	25.03302	25.05319	25.07956	25.08338	25.07239	25.09833	25.16897	25.26146	25.38084	25.54374	25.70182	25.82979	25.90785	25.98233	26.02804	26.04207	26.10927	26.16928	26.18223	26.20089	26.25052	26.38281	26.55618	26.6695	26.70051	26.69106	26.69456	26.68896	26.71395	26.80065	26.90448	26.89432	26.77101	26.40617	25.91667	25.78889	25.88454	26.05175	26.15257	26.20254	26.22039	26.26996	26.42306	26.60426	26.63528	26.48495	26.41981	26.43005	26.45332	26.45146	26.41946	26.40134	26.41793	26.43718	26.44095	26.39495	26.34086	26.33088	26.34972	26.36552	26.41639	26.49879	26.54253	26.52021	26.39378	26.26742	26.15879	26.07276	26.01424	25.97443	25.93113	25.87572	25.78637	25.6543	25.48782	25.30444	25.13892	25.04108	24.98234	24.98757	25.07024	25.25145	25.44125	25.57881	25.67126	25.73589	25.76575	25.81438	25.89133	25.99998	26.09376	26.18203	26.20898	26.20532	26.21828	26.27872	26.39816	26.52617	26.67724	26.83874	27.00913	27.19565	27.42606	27.71953	28.05799	28.3785	28.5742	28.60855	28.61229	28.61907	28.62923	28.61345	28.61522	28.65927	28.7236	28.75439	28.76817	28.79011	28.83092	28.85397	28.79351	28.69469	28.64802	28.6695	28.72055	28.83977	28.93559	28.912	28.79446	28.62295	28.5228	28.54999	28.62813	28.67735	28.60513	28.54496	28.51928	28.34884	28.04794	28.04502	28.15896	28.1746	27.94226	27.52525	27.44333
10.1S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.33811	25.27681	25.43676	25.52397	25.28906	25.17128	25.21373	25.25743	25.26607	25.25391	25.19727	25.12643	25.07248	25.03468	25.00362	24.98411	24.97203	24.96565	24.95452	24.95286	25.02517	25.13624	25.24654	25.36483	25.52407	25.68896	25.83154	25.92812	26.01224	26.05981	26.07619	26.1351	26.19067	26.19811	26.21214	26.2767	26.40714	26.57203	26.68892	26.73215	26.72783	26.72807	26.7372	26.78908	26.865	26.95597	26.95025	26.86456	26.64287	26.15163	25.82195	25.81487	25.9353	26.01589	26.03415	26.04377	26.10979	26.29906	26.58731	26.69134	26.5609	26.39943	26.39071	26.41767	26.42984	26.40413	26.38017	26.38889	26.39609	26.40985	26.40423	26.37939	26.37734	26.39839	26.42453	26.49129	26.58029	26.62331	26.60251	26.45162	26.26373	26.14688	26.08467	26.06079	26.05039	26.05439	26.06869	26.04894	25.96912	25.8334	25.67032	25.49319	25.29525	25.14383	25.08991	25.10278	25.28764	25.50159	25.65222	25.77475	25.87654	25.92625	25.9894	26.06056	26.1322	26.18022	26.24361	26.25764	26.24262	26.24679	26.30697	26.41162	26.53543	26.65881	26.78715	26.9313	27.1043	27.3243	27.61325	27.96669	28.32611	28.56717	28.61816	28.61551	28.6287	28.64555	28.64611	28.6528	28.7003	28.75605	28.7694	28.77218	28.78957	28.81718	28.83602	28.79556	28.73498	28.71157	28.75018	28.81767	28.91527	28.99714	28.96998	28.85116	28.66582	28.54552	28.57191	28.66865	28.71471	28.61447	28.50916	28.49723	28.31977	28.08838	28.15412	28.25697	28.2729	28.14007	-1.E+10	-1.E+10
9.9S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.50142	25.35745	25.35773	25.59815	25.67039	25.40415	25.19003	25.18424	25.21791	25.22206	25.20788	25.16175	25.10157	25.03732	24.97891	24.92214	24.88538	24.86892	24.87545	24.89696	24.93648	25.01612	25.13921	25.25246	25.36417	25.51812	25.67486	25.82243	25.94291	26.03952	26.08118	26.09603	26.14793	26.21143	26.22963	26.24573	26.3227	26.44652	26.59389	26.71354	26.77288	26.78063	26.77465	26.79884	26.87111	26.937	27.00352	26.98904	26.92139	26.79459	26.44196	25.96935	25.8235	25.83385	25.89101	25.9082	25.95359	26.03386	26.22424	26.56044	26.73782	26.66429	26.43744	26.37888	26.39522	26.40938	26.38876	26.35864	26.35331	26.34585	26.36891	26.39845	26.41848	26.42624	26.45004	26.47799	26.5433	26.63632	26.69439	26.69721	26.56573	26.32901	26.14894	26.09969	26.11071	26.14492	26.19842	26.27511	26.32495	26.33257	26.26776	26.15727	25.9776	25.72403	25.49835	25.36002	25.2974	25.39086	25.57203	25.72372	25.8871	26.04093	26.13347	26.21908	26.29179	26.3379	26.33923	26.34499	26.31759	26.28376	26.26865	26.3293	26.44434	26.56741	26.69541	26.79939	26.91844	27.07566	27.28856	27.56713	27.91838	28.28878	28.5627	28.63455	28.62671	28.62857	28.64226	28.64467	28.66157	28.70552	28.74521	28.75041	28.74556	28.75987	28.78125	28.80165	28.79144	28.76756	28.75926	28.81226	28.89425	28.96861	29.0258	28.97166	28.84404	28.66925	28.54566	28.58107	28.71263	28.76463	28.65282	28.47348	28.447	28.30014	28.18772	28.33411	28.38118	28.36289	28.25989	-1.E+10	-1.E+10
9.6S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.50968	25.38388	25.46315	25.73497	25.78007	25.51764	25.24995	25.16659	25.18312	25.18022	25.15968	25.10905	25.0408	24.9595	24.88255	24.81923	24.78994	24.79742	24.867	24.96015	25.01219	25.05024	25.15212	25.25305	25.36259	25.5025	25.63941	25.78641	25.93132	26.03921	26.06694	26.06231	26.10877	26.1967	26.24026	26.26988	26.34467	26.45777	26.5883	26.70444	26.78234	26.80723	26.80141	26.81133	26.89313	26.96038	27.0109	26.98907	26.92434	26.86187	26.64395	26.24429	25.91535	25.83105	25.85579	25.89981	25.963	26.06395	26.23792	26.55634	26.76447	26.74487	26.50267	26.3718	26.37613	26.38185	26.35493	26.3189	26.30487	26.28979	26.30984	26.3543	26.40134	26.45198	26.48287	26.50886	26.56499	26.65207	26.72561	26.75563	26.69695	26.46215	26.19885	26.11483	26.1423	26.21979	26.3284	26.45348	26.5629	26.62521	26.62814	26.57055	26.41969	26.18323	25.94594	25.78859	25.70196	25.7091	25.81149	25.94864	26.12663	26.29277	26.40932	26.49728	26.55281	26.55886	26.51818	26.46598	26.38956	26.33479	26.30837	26.34877	26.47865	26.6255	26.75051	26.86333	26.9608	27.10254	27.30521	27.57204	27.91381	28.27621	28.55719	28.65476	28.64853	28.64202	28.63755	28.63824	28.6564	28.70738	28.74136	28.7506	28.74992	28.75181	28.76159	28.78716	28.81545	28.83739	28.85342	28.90951	28.98937	29.03169	29.05517	28.96198	28.81661	28.66783	28.55775	28.6053	28.7564	28.81841	28.72086	28.46697	28.38784	28.32929	28.37207	28.56492	28.52275	28.43371	28.33416	-1.E+10	-1.E+10
9.4S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.53084	25.42071	25.55845	25.81144	25.83676	25.63165	25.35057	25.16037	25.13927	25.12298	25.09582	25.04282	24.96932	24.88128	24.79629	24.73968	24.72936	24.7727	24.90808	25.06992	25.12827	25.1254	25.18537	25.26258	25.37423	25.49617	25.61115	25.74722	25.90761	26.03442	26.05911	26.04351	26.08261	26.18084	26.2478	26.29671	26.36436	26.46438	26.56721	26.68025	26.77015	26.81181	26.81059	26.8168	26.88458	26.95698	26.98235	26.96576	26.92291	26.87427	26.74794	26.50838	26.19464	26.01889	25.98962	26.02628	26.10529	26.19364	26.34606	26.61391	26.79805	26.78314	26.55824	26.36177	26.3544	26.35115	26.31325	26.27621	26.26374	26.23608	26.22593	26.2748	26.35443	26.44031	26.49434	26.52092	26.56556	26.63623	26.70445	26.76546	26.78359	26.65451	26.36235	26.19552	26.19966	26.29208	26.43896	26.61215	26.76047	26.84778	26.88314	26.86825	26.77936	26.60956	26.41797	26.28456	26.20455	26.19393	26.25636	26.35713	26.48054	26.61387	26.726	26.79407	26.80931	26.78209	26.70903	26.6126	26.48408	26.40956	26.37959	26.40201	26.53115	26.71649	26.84959	26.94125	27.05386	27.18394	27.37812	27.63237	27.95771	28.29066	28.56044	28.67893	28.6819	28.67006	28.65114	28.64305	28.66869	28.73484	28.7858	28.82742	28.84446	28.82338	28.78664	28.8155	28.89564	28.95759	28.98702	29.03398	29.08776	29.09242	29.08191	28.94834	28.78726	28.66439	28.57775	28.64018	28.79075	28.85795	28.7994	28.55323	28.39462	28.40623	28.5622	28.70756	28.62026	28.47336	28.35808	28.20623	28.06059
9.1S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.53572	25.45388	25.62733	25.83892	25.85657	25.73789	25.47197	25.20306	25.10118	25.06856	25.03521	25.00401	24.95279	24.88275	24.80427	24.75153	24.74284	24.78878	24.93159	25.1195	25.21236	25.20875	25.22492	25.28517	25.39295	25.49822	25.59415	25.71063	25.87422	26.0227	26.05902	26.04127	26.07255	26.1611	26.24114	26.30579	26.3732	26.46257	26.54215	26.64504	26.73911	26.77755	26.80141	26.81379	26.86246	26.93656	26.94784	26.94039	26.91887	26.87457	26.79709	26.64298	26.44329	26.28328	26.21483	26.23	26.28015	26.3616	26.50083	26.71027	26.8192	26.79501	26.59121	26.35854	26.32361	26.30662	26.25414	26.2168	26.20144	26.16534	26.14602	26.19048	26.3094	26.43106	26.49826	26.52066	26.5704	26.62436	26.67641	26.73558	26.79294	26.79479	26.61367	26.40284	26.3481	26.39879	26.55444	26.75202	26.93221	27.0204	27.07648	27.08815	27.05823	26.96164	26.82059	26.71555	26.65798	26.64499	26.68272	26.73927	26.81404	26.90461	26.98903	27.03293	27.02883	26.97765	26.88517	26.75576	26.59766	26.50856	26.48059	26.50272	26.62832	26.82308	26.97334	27.0421	27.14777	27.28163	27.47815	27.72787	28.03425	28.33735	28.57828	28.71074	28.73309	28.72737	28.69792	28.67955	28.70807	28.79691	28.91064	29.01893	29.06757	29.03283	28.91471	28.92045	29.01401	29.07411	29.1091	29.15149	29.17443	29.14195	29.09942	28.94826	28.77738	28.66843	28.62028	28.71	28.82711	28.8818	28.86898	28.69918	28.47923	28.48058	28.64296	28.74468	28.64372	28.45604	28.33955	28.22571	28.04596
8.9S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.53953	25.47927	25.66983	25.84101	25.85645	25.81391	25.60951	25.31233	25.10815	25.03532	24.99001	24.98018	24.96799	24.94409	24.89465	24.84532	24.8173	24.84327	24.95948	25.13333	25.25072	25.26212	25.26087	25.30989	25.42063	25.5151	25.58894	25.68083	25.82624	25.99348	26.06592	26.0549	26.07323	26.14944	26.23425	26.30798	26.37407	26.45209	26.51269	26.59733	26.69387	26.73014	26.77489	26.79654	26.83199	26.8913	26.91343	26.91855	26.91523	26.8841	26.82448	26.72099	26.5695	26.43466	26.37372	26.37469	26.41433	26.5261	26.64498	26.78315	26.82909	26.79064	26.60943	26.36032	26.28432	26.24393	26.17534	26.1336	26.1219	26.1066	26.10152	26.15276	26.28815	26.46358	26.55213	26.55048	26.58067	26.62654	26.67126	26.71427	26.77328	26.83033	26.81951	26.69423	26.58827	26.58871	26.69011	26.87337	27.06459	27.15486	27.2062	27.22495	27.22803	27.18959	27.11525	27.03766	26.99	26.97518	26.98809	27.00786	27.04588	27.10224	27.1669	27.20298	27.19384	27.1342	27.03258	26.883	26.71382	26.63734	26.60658	26.62711	26.74884	26.94114	27.09117	27.15833	27.25035	27.39324	27.59538	27.84292	28.12681	28.40222	28.6175	28.76092	28.81419	28.82154	28.79387	28.75628	28.77567	28.8844	29.0565	29.22204	29.29922	29.27271	29.09177	29.06684	29.14656	29.18101	29.2174	29.25144	29.24802	29.18937	29.1317	28.98351	28.80642	28.71048	28.71673	28.83538	28.86633	28.88078	28.90715	28.81631	28.67534	28.55323	28.70774	28.78924	-1.E+10	28.38897	28.29117	28.18134	27.91557
