             VARIABLE : Potential temperature (deg_C)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : ts_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -1.E+10       
             SUBSET   : 180 by 188 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30.3E	30.8E	31.3E	31.8E	32.3E	32.8E	33.3E	33.8E	34.3E	34.8E	35.3E	35.8E	36.3E	36.8E	37.3E	37.8E	38.3E	38.8E	39.3E	39.8E	40.3E	40.8E	41.3E	41.8E	42.3E	42.8E	43.3E	43.8E	44.3E	44.8E	45.3E	45.8E	46.3E	46.8E	47.3E	47.8E	48.3E	48.8E	49.3E	49.8E	50.3E	50.8E	51.3E	51.8E	52.3E	52.8E	53.3E	53.8E	54.3E	54.8E	55.3E	55.8E	56.3E	56.8E	57.3E	57.8E	58.3E	58.8E	59.3E	59.8E	60.3E	60.8E	61.3E	61.8E	62.3E	62.8E	63.3E	63.8E	64.3E	64.8E	65.3E	65.8E	66.3E	66.8E	67.3E	67.8E	68.3E	68.8E	69.3E	69.8E	70.3E	70.8E	71.3E	71.8E	72.3E	72.8E	73.3E	73.8E	74.3E	74.8E	75.3E	75.8E	76.3E	76.8E	77.3E	77.8E	78.3E	78.8E	79.3E	79.8E	80.3E	80.8E	81.3E	81.8E	82.3E	82.8E	83.3E	83.8E	84.3E	84.8E	85.3E	85.8E	86.3E	86.8E	87.3E	87.8E	88.3E	88.8E	89.3E	89.8E	90.3E	90.8E	91.3E	91.8E	92.3E	92.8E	93.3E	93.8E	94.3E	94.8E	95.3E	95.8E	96.3E	96.8E	97.3E	97.8E	98.3E	98.8E	99.3E	99.8E	100.3E	100.8E	101.3E	101.8E	102.3E	102.8E	103.3E	103.8E	104.3E	104.8E	105.3E	105.8E	106.3E	106.8E	107.3E	107.8E	108.3E	108.8E	109.3E	109.8E	110.3E	110.8E	111.3E	111.8E	112.3E	112.8E	113.3E	113.8E	114.3E	114.8E	115.3E	115.8E	116.3E	116.8E	117.3E	117.8E	118.3E	118.8E	119.3E	119.8E
15.3N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	32.75598	32.48079	32.52814	32.62486	32.54298	32.24204	31.62823	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	24.9827	24.40762	24.31855	24.19561	24.01898	23.82499	23.71366	24.41977	25.59221	25.61575	25.30422	24.9395	25.00915	25.10382	25.09714	25.08156	25.13308	25.50433	26.01604	26.22204	26.21526	26.23429	26.35929	26.60939	26.88017	27.14182	27.33396	27.43211	27.48526	27.46117	27.41563	27.4206	27.41218	27.39445	27.42727	27.48988	27.59135	27.69298	27.77418	27.85076	27.88021	27.86871	27.8339	27.87081	27.87597	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.66438	28.63244	28.85014	28.98359	29.0358	29.09029	29.15198	29.15984	29.0952	28.94792	28.85675	28.82822	28.8368	28.8958	28.97413	29.10901	29.24091	29.31775	29.31349	29.29353	29.25429	29.165	29.08529	29.06369	29.04664	29.03194	28.89916	28.40649	28.31221	28.66159	28.86027	28.88054	28.84182	28.96613	29.07433	29.06929	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.87403	30.18951	29.84342	29.73768	29.80618	29.83554	29.81621	29.76723	29.63857	29.60344	29.6166	29.67408	29.73989	29.79801	29.84544	29.84252	29.79475	29.76454	29.72427	29.72399	29.80112	29.96148	30.12497
15.7N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	32.65257	32.56602	32.65879	32.70206	32.52375	32.14684	31.54021	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	24.54527	24.5161	24.54446	24.41141	24.0976	23.95358	24.76579	25.65506	25.61413	25.45905	25.10474	24.98206	25.00591	25.0246	25.04204	25.15545	25.54419	25.95794	26.07392	26.07453	26.12973	26.29461	26.56132	26.84073	27.1286	27.35013	27.46932	27.50875	27.45425	27.37869	27.39472	27.44327	27.48123	27.54306	27.60277	27.65953	27.70776	27.74582	27.78933	27.80569	27.8037	27.77672	27.81203	27.76318	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.48994	28.5219	28.6254	28.78936	28.86806	28.91788	28.97972	29.04626	29.02522	28.91343	28.8228	28.78884	28.80219	28.8754	29.01009	29.20089	29.34438	29.40376	29.38107	29.33814	29.31046	29.23978	29.18986	29.17024	29.12453	29.08416	28.87979	28.42223	28.4059	28.71293	28.82964	28.85988	28.80886	28.90679	28.97947	28.93182	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.26869	30.25196	29.87209	29.76512	29.7999	29.7926	29.78344	29.7555	29.69119	29.68724	29.68679	29.68521	29.68676	29.71625	29.79348	29.84332	29.85704	29.85385	29.8117	29.78904	29.8512	30.00868	30.18404
16N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	32.13449	32.56163	32.61708	32.72303	32.69863	32.46666	32.10685	31.6544	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	24.75007	24.77883	24.82782	24.80689	24.48647	24.29782	24.96927	25.65063	25.61252	25.39942	25.17974	25.04775	25.00825	25.02365	25.06117	25.21633	25.57529	25.86007	25.89385	25.90782	26.0163	26.21991	26.49022	26.76392	27.04523	27.29581	27.45373	27.49877	27.42461	27.34839	27.37693	27.47855	27.55549	27.64028	27.69952	27.72307	27.71614	27.7211	27.73545	27.73228	27.7283	27.72008	27.77218	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.71647	28.47854	28.55341	28.68197	28.78945	28.84865	28.92237	28.94644	28.89341	28.81711	28.7806	28.78722	28.86694	29.02401	29.25911	29.42121	29.46841	29.41562	29.36597	29.35605	29.31831	29.28254	29.26937	29.20434	29.12819	28.89463	28.4838	28.45494	28.58318	-1.E+10	28.84182	28.78559	28.85023	28.89625	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.10654	30.28009	30.24081	29.9174	29.84907	29.90494	29.91089	29.88119	29.81752	29.77648	29.77296	29.75235	29.72044	29.66997	29.65437	29.73006	29.83025	29.91206	29.9437	29.9181	29.8729	29.90128	30.04038	30.17035
16.3N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	32.29725	32.50769	32.58913	32.66676	32.62494	32.37389	32.12644	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	24.81158	24.79669	24.86702	25.01998	24.88799	24.68363	25.00735	25.57051	25.63244	25.35978	25.14886	25.06107	25.02251	25.03083	25.0798	25.26192	25.55984	25.71535	25.71709	25.75016	25.90301	26.13865	26.40274	26.68522	26.94091	27.17069	27.32999	27.38185	27.33953	27.30332	27.35454	27.49207	27.61404	27.7304	27.80671	27.79101	27.73796	27.72169	27.70846	27.68291	27.6694	27.6774	27.70256	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.6144	28.54257	28.53749	28.73469	28.82238	28.85774	28.89896	28.86258	28.81448	28.76953	28.7707	28.82375	28.96201	29.22552	29.43259	29.47745	29.40733	29.35684	29.36804	29.37315	29.35221	29.33622	29.26691	29.19191	28.97595	28.63392	28.56274	-1.E+10	-1.E+10	-1.E+10	28.6861	28.73817	28.76789	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.12958	30.36516	30.28242	30.22971	30.03233	30.07274	30.13927	30.06472	29.96048	29.8807	29.86028	29.84913	29.80235	29.7513	29.67074	29.61227	29.66353	29.81068	29.94621	30.01727	30.01969	29.96032	29.94363	30.05228	30.16702
16.7N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	32.28865	32.34785	32.46202	32.48343	32.43301	32.1951	31.99835	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	24.53864	24.73534	25.11891	24.98749	24.84925	24.88673	25.35898	25.65257	25.40903	25.04711	24.77583	24.77115	24.85033	25.01468	25.2845	25.54524	25.56693	25.54562	25.59835	25.80507	26.07002	26.32144	26.59629	26.84194	27.02151	27.14066	27.19839	27.21077	27.23523	27.32324	27.48507	27.62598	27.77452	27.87641	27.85366	27.81196	27.78271	27.73015	27.67141	27.65342	27.68294	27.70893	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.62351	28.66735	28.73842	28.78716	28.88202	28.856	28.81533	28.76182	28.76208	28.78685	28.88332	29.12197	29.35526	29.43358	29.36677	29.33397	29.36425	29.40487	29.39791	29.38506	29.32485	29.24513	29.05445	28.76185	28.67561	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.56865	28.58418	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.44015	30.44646	30.391	30.2888	30.23139	30.33208	30.30987	30.1613	30.0092	29.94297	29.93402	29.91433	29.84526	29.78942	29.71387	29.63451	29.64157	29.79099	29.93575	30.05906	30.09971	30.02153	29.96813	30.04877	30.16069
17N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	32.27591	32.24545	32.29148	32.24263	32.17171	31.96658	31.7763	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	24.71237	24.73363	24.20363	24.37625	25.24677	25.19072	24.72125	24.2317	24.22438	24.461	24.88848	25.2965	25.45787	25.3857	25.34271	25.45812	25.74562	26.03053	26.24897	26.47844	26.71289	26.86753	26.95359	27.02039	27.09557	27.18143	27.30453	27.47204	27.62481	27.78838	27.90705	27.89924	27.89899	27.83825	27.75976	27.71062	27.71268	27.76308	27.75438	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.5469	28.51271	28.65014	28.87499	28.88873	28.84111	28.77052	28.74689	28.76167	28.83163	29.01127	29.21651	29.31052	29.28808	29.29128	29.34679	29.41532	29.42317	29.42991	29.38897	29.28901	29.09146	28.84377	28.66347	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.45436	28.45066	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.53552	30.56069	30.52847	30.4333	30.35641	30.38425	30.45628	30.38312	30.186	30.02241	29.96675	29.96793	29.94722	29.862	29.81242	29.74814	29.67212	29.66205	29.76397	29.89357	30.05511	30.13792	30.07564	29.98468	30.03833	30.13476
17.4N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	31.78515	32.14525	32.16056	32.05272	32.02366	31.9758	31.76631	31.51051	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	21.84795	21.84211	22.59987	23.14154	23.28565	23.30206	23.48177	23.97907	24.71722	25.24845	25.23574	25.1312	25.13845	25.36037	25.7167	26.00912	26.19232	26.36952	26.57332	26.71502	26.81189	26.90656	27.0404	27.16909	27.31511	27.47237	27.62992	27.78948	27.89823	27.95421	27.97248	27.87458	27.78948	27.78677	27.80322	27.84081	27.82093	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.41331	28.32214	28.60866	28.88799	28.94581	28.91146	28.7931	28.73613	28.73136	28.78756	28.91724	29.05554	29.14323	29.1746	29.22918	29.32845	29.41495	29.42831	29.44955	29.43492	29.3103	29.06204	28.82812	28.56362	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.25776	30.44089	30.54838	30.53783	30.39582	30.34292	30.39845	30.47059	30.42548	30.22788	30.05509	29.98378	29.97213	29.9551	29.88698	29.83644	29.78697	29.72545	29.71523	29.77598	29.86944	30.02655	30.13934	30.10086	30.00489	30.03313	30.10383
17.7N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	32.04258	32.13094	32.05628	31.88866	31.90103	31.87981	31.63404	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	20.73053	20.71325	20.99473	21.6136	22.20199	22.8304	23.55706	24.42369	24.93197	24.92365	24.92201	25.05346	25.35452	25.73135	25.99547	26.15336	26.28513	26.45246	26.5938	26.73433	26.8894	27.03867	27.21233	27.38559	27.55051	27.69834	27.8328	27.9078	27.98503	27.99846	27.89761	27.81615	27.88129	27.89967	27.90191	27.86062	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.69164	28.90459	29.00385	28.96955	28.85056	28.74697	28.72441	28.74417	28.82109	28.91516	28.99186	29.06194	29.16656	29.29286	29.3866	29.42633	29.46939	29.46659	29.2953	28.97033	28.74044	28.41768	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.36721	30.43807	30.57359	30.48173	30.20272	30.12382	30.1704	30.32131	30.42639	30.26248	30.08253	30.00623	29.99943	29.98746	29.93586	29.89667	29.83416	29.77889	29.78111	29.816	29.8869	30.01759	30.12413	30.09209	30.02915	30.0301	30.07542
18.1N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	32.0897	32.05594	31.8752	31.70799	31.77863	31.83363	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	20.03996	20.35548	20.81055	21.64717	22.6045	23.40394	24.15583	24.52784	24.71422	24.86685	25.11203	25.48333	25.84095	26.03527	26.14801	26.25729	26.39391	26.54046	26.72138	26.91595	27.10111	27.2909	27.47149	27.64901	27.80852	27.94025	28.03274	28.03339	28.01917	27.95546	27.94494	28.0055	28.03976	28.00425	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.69888	28.9322	29.02201	29.01926	28.92312	28.82435	28.77844	28.76415	28.79251	28.85526	28.93107	29.01711	29.13241	29.25951	29.35063	29.40824	29.48024	29.47405	29.24717	28.887	28.61074	28.11501	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.96043	30.31089	30.48571	30.31756	29.94711	29.8285	29.68921	29.83958	30.20807	30.26646	30.1237	30.07607	30.09267	30.08975	30.04444	29.99882	29.93269	29.85987	29.8525	29.86976	29.92818	30.01817	30.08272	30.05771	30.03092	30.03469	30.05733
18.5N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.64364	31.89829	31.97794	31.76729	31.51228	31.6388	31.79154	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	20.7947	21.1422	21.82852	22.71385	23.46185	24.07161	24.43381	24.72154	25.03582	25.34524	25.70585	25.96452	26.06332	26.13605	26.25872	26.40198	26.57491	26.7979	27.02418	27.20909	27.40423	27.56832	27.74076	27.91603	28.11844	28.14811	28.0915	28.0881	28.07479	28.06381	28.11711	28.19295	28.11448	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	28.97553	29.01705	29.02476	28.97092	28.94367	28.91602	28.87405	28.87526	28.90473	28.94188	29.02659	29.15955	29.28729	29.36976	29.42232	29.50442	29.4763	29.19748	28.80174	28.47657	27.91672	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.33999	30.08436	29.86387	30.13226	30.32511	30.15475	29.80183	-1.E+10	29.09887	29.53692	29.92323	30.1876	30.16187	30.15836	30.2149	30.21441	30.13197	30.07709	30.03734	29.97881	29.93897	29.92088	29.94376	29.96248	29.97159	29.96842	30.002	30.03374	30.03796
18.8N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	31.17563	30.64779	31.58175	31.92666	31.63501	31.33117	31.45002	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	20.87509	21.43661	21.88271	22.70313	23.50065	24.09342	24.5321	24.95957	25.37016	25.68572	25.93819	26.04475	26.04507	26.13305	26.35003	26.57555	26.776	26.97927	27.19036	27.35227	27.53019	27.66348	27.79739	28.02791	28.23364	28.27539	28.30822	28.21692	28.17596	28.14235	28.15798	28.28062	28.19067	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.01341	29.02012	29.00815	29.0721	29.07653	29.00392	29.00355	29.01628	29.02431	29.09684	29.2392	29.34207	29.39162	29.43795	29.52423	29.49055	29.19482	28.82243	28.40057	27.82208	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.76783	30.14975	30.04309	30.22992	30.28775	30.20198	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.66932	30.00702	30.14291	30.22911	30.33053	30.31723	30.18441	30.1053	30.06765	30.01771	29.9845	29.94276	29.90948	29.85819	29.842	29.8732	29.94967	29.97218	29.95393
19.2N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	31.46304	30.80592	31.00448	31.49122	31.33883	31.15851	31.32602	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	21.91672	22.55391	23.39418	24.11723	24.70824	25.23285	25.67793	25.97922	26.15531	26.12512	26.08347	26.24686	26.53308	26.79952	26.99787	27.15813	27.33159	27.46821	27.65289	27.79181	27.9259	28.18978	28.34074	28.47991	28.45849	28.29437	28.20142	28.17077	28.17863	28.31109	28.34054	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.07675	29.0193	29.07959	29.19123	29.22892	29.10363	29.07672	29.0964	29.14865	29.25616	29.37915	29.40705	29.42116	29.4767	29.55005	29.53643	29.2752	28.93598	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.94497	30.60545	30.41962	30.40413	30.33767	30.29619	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.44053	29.84135	30.13947	30.31097	30.43944	30.43246	30.26128	30.15271	30.08628	29.99809	29.94186	29.90096	29.85636	29.7977	29.78825	29.84009	29.87578	29.84088	29.79544
