             VARIABLE : Salinity (psu)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : ts_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -1.E+10       
             SUBSET   : 180 by 188 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30.3E	30.8E	31.3E	31.8E	32.3E	32.8E	33.3E	33.8E	34.3E	34.8E	35.3E	35.8E	36.3E	36.8E	37.3E	37.8E	38.3E	38.8E	39.3E	39.8E	40.3E	40.8E	41.3E	41.8E	42.3E	42.8E	43.3E	43.8E	44.3E	44.8E	45.3E	45.8E	46.3E	46.8E	47.3E	47.8E	48.3E	48.8E	49.3E	49.8E	50.3E	50.8E	51.3E	51.8E	52.3E	52.8E	53.3E	53.8E	54.3E	54.8E	55.3E	55.8E	56.3E	56.8E	57.3E	57.8E	58.3E	58.8E	59.3E	59.8E	60.3E	60.8E	61.3E	61.8E	62.3E	62.8E	63.3E	63.8E	64.3E	64.8E	65.3E	65.8E	66.3E	66.8E	67.3E	67.8E	68.3E	68.8E	69.3E	69.8E	70.3E	70.8E	71.3E	71.8E	72.3E	72.8E	73.3E	73.8E	74.3E	74.8E	75.3E	75.8E	76.3E	76.8E	77.3E	77.8E	78.3E	78.8E	79.3E	79.8E	80.3E	80.8E	81.3E	81.8E	82.3E	82.8E	83.3E	83.8E	84.3E	84.8E	85.3E	85.8E	86.3E	86.8E	87.3E	87.8E	88.3E	88.8E	89.3E	89.8E	90.3E	90.8E	91.3E	91.8E	92.3E	92.8E	93.3E	93.8E	94.3E	94.8E	95.3E	95.8E	96.3E	96.8E	97.3E	97.8E	98.3E	98.8E	99.3E	99.8E	100.3E	100.8E	101.3E	101.8E	102.3E	102.8E	103.3E	103.8E	104.3E	104.8E	105.3E	105.8E	106.3E	106.8E	107.3E	107.8E	108.3E	108.8E	109.3E	109.8E	110.3E	110.8E	111.3E	111.8E	112.3E	112.8E	113.3E	113.8E	114.3E	114.8E	115.3E	115.8E	116.3E	116.8E	117.3E	117.8E	118.3E	118.8E	119.3E	119.8E
11.1S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.08585	35.10221	35.06736	35.02885	35.02348	35.01388	35.01283	35.01648	35.02119	35.02788	35.03408	35.03911	35.04095	35.03926	35.03693	35.02721	35.00454	34.97814	34.96653	34.98156	35.04362	35.10254	35.14869	35.1665	35.17558	35.17701	35.16507	35.13898	35.11492	35.10769	35.11514	35.12471	35.12215	35.11535	35.11374	35.08954	35.01976	34.9238	34.84959	34.80262	34.75665	34.70138	34.66817	34.65627	34.65492	34.65406	34.64963	34.61711	34.54326	34.49651	34.50236	34.562	34.63317	34.68725	34.72849	34.75131	34.74695	34.69244	34.63983	34.6237	34.62245	34.61947	34.62154	34.63535	34.6688	34.74784	34.86262	34.92072	34.90118	34.81466	34.71141	34.63462	34.59161	34.56867	34.56429	34.55742	34.51122	34.43896	34.39999	34.40619	34.45912	34.50318	34.49691	34.43086	34.35004	34.30148	34.28807	34.29824	34.33832	34.40357	34.47213	34.52813	34.56761	34.59454	34.61298	34.62724	34.64314	34.66328	34.68201	34.69329	34.70377	34.72286	34.74616	34.76791	34.78468	34.78947	34.76065	34.66574	34.49416	34.25553	34.02279	33.89401	33.88916	33.89992	33.90153	33.89988	33.9025	33.91848	33.94807	33.99302	34.0386	34.07521	34.10881	34.13089	34.13554	34.13068	34.11483	34.09521	34.0687	34.03378	33.99066	33.94487	33.90637	33.8808	33.86715	33.85645	33.83599	33.80186	33.76207	33.72511	33.70557	33.70523	33.70396	33.72226	33.81248	33.95597	34.03862	34.04053	33.99863	33.98841	34.02084	34.03681	33.95103	33.78025	33.7634	33.80759	33.96345	34.23532	34.51676
10.9S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.09505	35.11988	35.09142	35.03792	35.03174	35.02531	35.02049	35.02206	35.02551	35.0322	35.03923	35.03979	35.03452	35.02507	35.01235	34.99726	34.98471	34.97928	34.99403	35.0486	35.10609	35.14711	35.17129	35.17943	35.18815	35.18911	35.18076	35.15663	35.13177	35.12365	35.1316	35.14526	35.14738	35.14659	35.14634	35.11346	35.0375	34.94002	34.8649	34.81512	34.76538	34.71722	34.68501	34.66993	34.66706	34.66558	34.66708	34.66592	34.62445	34.5775	34.57362	34.63039	34.70939	34.77139	34.82508	34.8628	34.86655	34.79987	34.69499	34.64608	34.64635	34.64436	34.64302	34.65017	34.67755	34.76044	34.88557	34.94267	34.92092	34.83628	34.74415	34.68535	34.65237	34.63369	34.63203	34.62194	34.55999	34.46766	34.41247	34.41497	34.47425	34.53428	34.54365	34.49829	34.42434	34.36592	34.3364	34.33217	34.35534	34.4056	34.46324	34.51668	34.55905	34.59118	34.61649	34.63816	34.65976	34.68402	34.70563	34.71599	34.72253	34.73709	34.76088	34.78721	34.80997	34.82199	34.82072	34.77331	34.65598	34.45237	34.19863	33.97683	33.88247	33.87983	33.88405	33.87941	33.87652	33.88289	33.90781	33.95699	34.00929	34.04276	34.06476	34.08443	34.09317	34.08845	34.06911	34.04762	34.02109	33.98769	33.94677	33.90292	33.86816	33.84922	33.84256	33.83709	33.81987	33.79294	33.76287	33.7295	33.70914	33.70388	33.69555	33.70564	33.81852	33.97389	34.03214	34.03044	33.97848	33.97639	34.00784	34.03242	33.93794	33.78154	33.76401	33.80324	33.98086	34.24524	34.49674
10.6S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.10425	35.14589	35.12602	35.05056	35.03566	35.03464	35.03323	35.03375	35.03516	35.03705	35.03551	35.0277	35.01617	35.00518	34.99677	34.99269	34.99403	35.01626	35.06099	35.11729	35.14919	35.17126	35.17999	35.1871	35.19638	35.19907	35.19317	35.17173	35.14825	35.14106	35.15018	35.16478	35.16974	35.17199	35.17048	35.13334	35.05539	34.95819	34.87849	34.81864	34.7649	34.72708	34.7005	34.6861	34.68339	34.67986	34.67655	34.69268	34.6949	34.66605	34.65489	34.69637	34.77531	34.84083	34.89544	34.93904	34.96101	34.92908	34.78973	34.67107	34.66625	34.67083	34.67257	34.67424	34.69191	34.77399	34.90309	34.96313	34.94939	34.87804	34.79896	34.75306	34.72838	34.71352	34.71371	34.70064	34.62837	34.51967	34.43821	34.42895	34.48383	34.56173	34.59165	34.57848	34.53011	34.47791	34.43515	34.40828	34.40109	34.41832	34.45725	34.50255	34.54306	34.57864	34.61274	34.64389	34.6742	34.7058	34.73316	34.74576	34.74891	34.7569	34.77553	34.80074	34.82417	34.83907	34.84264	34.82238	34.75134	34.60165	34.37843	34.12849	33.92918	33.87032	33.86943	33.86686	33.86142	33.86057	33.87342	33.92028	33.97948	34.01139	34.02186	34.037	34.04834	34.04653	34.02891	34.00466	33.97898	33.94867	33.91228	33.87287	33.84316	33.83058	33.82928	33.82822	33.81715	33.79639	33.76737	33.73225	33.71847	33.71505	33.70246	33.7052	33.82	33.97275	34.02518	34.02238	33.96641	33.97829	34.00818	34.02813	33.91975	33.79006	33.76266	33.78196	33.95567	34.24753	34.48086
10.4S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.03819	35.12249	35.18331	35.173	35.07306	35.03399	35.03439	35.03549	35.03522	35.03329	35.02917	35.02144	35.01289	35.00642	35.00362	35.00562	35.01836	35.04374	35.08166	35.12517	35.15443	35.1672	35.17816	35.1831	35.19123	35.20155	35.20667	35.20293	35.18498	35.16427	35.15894	35.16813	35.182	35.18837	35.19178	35.1903	35.15582	35.08053	34.98398	34.89934	34.82963	34.77145	34.7408	34.71925	34.70778	34.70931	34.70345	34.68532	34.69868	34.73277	34.73969	34.73191	34.75751	34.82257	34.87764	34.91354	34.94129	34.99417	35.0263	34.91231	34.7242	34.68431	34.69287	34.70219	34.70239	34.70908	34.78324	34.90977	34.97997	34.98057	34.93369	34.8702	34.83322	34.81532	34.80293	34.80254	34.78992	34.72076	34.60419	34.49266	34.4567	34.49223	34.58038	34.64054	34.65505	34.64473	34.61805	34.58409	34.54537	34.51094	34.4916	34.49239	34.51018	34.53801	34.57056	34.61002	34.65552	34.69815	34.73645	34.77111	34.7896	34.79149	34.79341	34.80335	34.8206	34.83734	34.84843	34.85091	34.84185	34.79817	34.69014	34.50865	34.28316	34.04884	33.88982	33.86096	33.85841	33.85236	33.8482	33.84973	33.88515	33.94843	33.98309	33.98525	33.99348	34.00344	34.00679	33.99325	33.96732	33.94115	33.91425	33.88217	33.84845	33.82456	33.81846	33.82061	33.82389	33.81799	33.79665	33.75561	33.72243	33.72482	33.72812	33.71432	33.71019	33.82185	33.97092	34.0209	34.01637	33.96056	33.9848	34.0136	34.0218	33.90187	33.80172	33.76186	33.76423	33.86791	34.22472	34.45923
10.1S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.06635	35.15699	35.23116	35.22447	35.1102	35.03528	35.02982	35.02931	35.02728	35.02416	35.0197	35.01555	35.01334	35.01579	35.02642	35.04438	35.06907	35.09824	35.12593	35.14466	35.156	35.1684	35.17888	35.18461	35.19324	35.20452	35.21247	35.21165	35.1988	35.18191	35.17773	35.18512	35.19761	35.20423	35.20857	35.20856	35.18251	35.11531	35.02356	34.93884	34.86626	34.80747	34.76922	34.74889	34.74548	34.75739	34.75277	34.7055	34.69852	34.73609	34.77901	34.79329	34.80989	34.85022	34.87984	34.88321	34.88444	34.9693	35.06985	35.03404	34.8151	34.70672	34.70976	34.72834	34.72953	34.72939	34.78779	34.90714	34.98766	35.00423	34.9875	34.94497	34.9156	34.90284	34.89303	34.89135	34.88487	34.83354	34.72516	34.58862	34.50591	34.51089	34.5979	34.68233	34.72743	34.74817	34.75648	34.75121	34.73053	34.69827	34.66034	34.62423	34.598	34.59191	34.60257	34.632	34.68434	34.73762	34.78072	34.82217	34.84972	34.85361	34.85247	34.85266	34.85571	34.85803	34.85914	34.85584	34.84736	34.81696	34.73344	34.58046	34.38563	34.17276	33.97359	33.87056	33.85515	33.84808	33.84172	33.83632	33.85875	33.92099	33.95843	33.96039	33.96117	33.96747	33.97183	33.96304	33.93863	33.91254	33.88708	33.8588	33.83058	33.81285	33.81074	33.81516	33.82083	33.81543	33.78432	33.73377	33.71606	33.73734	33.74305	33.72655	33.72158	33.82926	33.97282	34.02154	34.01501	33.95632	33.98374	34.01673	34.01007	33.88701	33.80632	33.76453	33.76344	33.78778	-1.E+10	-1.E+10
9.9S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.9899	35.10047	35.20039	35.27916	35.27023	35.15404	35.05184	35.02932	35.02776	35.02509	35.02336	35.023	35.02559	35.03311	35.04588	35.06318	35.08276	35.10126	35.11546	35.12244	35.1277	35.14007	35.16084	35.17744	35.18512	35.19374	35.20546	35.21665	35.2186	35.21156	35.1992	35.1958	35.20108	35.2116	35.21803	35.22208	35.22301	35.20711	35.15369	35.07491	34.99499	34.92337	34.86577	34.82162	34.80452	34.81337	34.83874	34.83086	34.74902	34.71446	34.72273	34.7802	34.81858	34.83942	34.85879	34.86503	34.84067	34.82561	34.92316	35.0907	35.12196	34.92842	34.74165	34.72608	34.7486	34.75513	34.75135	34.78974	34.89789	34.98363	35.01929	35.02479	35.00547	34.98598	34.97715	34.97029	34.96906	34.97062	34.94713	34.86557	34.72348	34.58213	34.54722	34.60725	34.70662	34.7763	34.82286	34.861	34.88838	34.9	34.89602	34.8726	34.82821	34.77411	34.73592	34.7141	34.70979	34.74545	34.79763	34.8425	34.88685	34.92003	34.92828	34.92655	34.91724	34.90335	34.88808	34.87427	34.86101	34.84888	34.82204	34.75198	34.60948	34.42631	34.23982	34.05741	33.91526	33.85995	33.84664	33.83821	33.82962	33.84159	33.89679	33.93942	33.94331	33.93872	33.9401	33.944	33.93909	33.91758	33.89193	33.86823	33.84437	33.8218	33.8084	33.8067	33.80872	33.81009	33.79586	33.75494	33.71408	33.71719	33.75624	33.76075	33.73629	33.73457	33.83863	33.97253	34.02426	34.02167	33.9515	33.96325	34.01068	33.98233	33.86251	33.80332	33.77207	33.7716	33.77639	-1.E+10	-1.E+10
9.6S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.02126	35.1398	35.24001	35.30957	35.30038	35.19787	35.08246	35.03466	35.03411	35.0336	35.03484	35.03996	35.04848	35.06054	35.07481	35.08961	35.10312	35.11364	35.12032	35.1217	35.11705	35.12566	35.1517	35.17386	35.18398	35.19243	35.20496	35.21863	35.22397	35.22136	35.2141	35.21209	35.21688	35.22566	35.23103	35.2336	35.23349	35.22533	35.18937	35.12897	35.05861	34.98978	34.9416	34.90804	34.89551	34.91487	34.95132	34.93602	34.82848	34.74527	34.71837	34.75195	34.80433	34.83323	34.84436	34.83878	34.81223	34.80211	34.91265	35.10941	35.17561	35.02664	34.80108	34.74627	34.76458	34.78006	34.77573	34.79291	34.88415	34.97334	35.02612	35.04691	35.04569	35.03681	35.03343	35.03194	35.0325	35.03814	35.03815	34.99596	34.87866	34.70705	34.60482	34.61233	34.70646	34.7911	34.85789	34.91593	34.9657	35.00249	35.02166	35.02464	35.00106	34.95719	34.91413	34.8768	34.85304	34.86013	34.89371	34.93414	34.97367	35.00223	35.01012	35.00318	34.98043	34.94799	34.91472	34.88654	34.86485	34.84789	34.82019	34.75595	34.61822	34.4303	34.2545	34.09216	33.95807	33.87544	33.84726	33.83507	33.82509	33.8312	33.87672	33.92206	33.92983	33.92112	33.91608	33.91693	33.91322	33.89307	33.86833	33.84823	33.8308	33.81475	33.80378	33.79703	33.79097	33.78011	33.75758	33.72329	33.70262	33.72847	33.78039	33.77626	33.74327	33.74555	33.8443	33.96248	34.02585	34.03328	33.95398	33.92374	33.96902	33.92719	33.8268	33.80917	33.78716	33.78656	33.78674	-1.E+10	-1.E+10
9.4S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.04839	35.17118	35.26671	35.31393	35.30999	35.23935	35.12368	35.04544	35.04342	35.04832	35.0539	35.06131	35.07084	35.08177	35.09342	35.10612	35.12049	35.13646	35.1497	35.15166	35.12872	35.12223	35.14505	35.16951	35.1817	35.18987	35.20303	35.21894	35.22864	35.22904	35.22646	35.22726	35.23428	35.24263	35.24671	35.24662	35.2434	35.23755	35.21861	35.17887	35.12513	35.06625	35.02871	35.0141	35.01006	35.04119	35.07494	35.05105	34.93519	34.81385	34.73608	34.72911	34.76094	34.79234	34.80824	34.80815	34.79489	34.81264	34.95794	35.1488	35.21746	35.10207	34.8699	34.77084	34.77983	34.80705	34.80492	34.80655	34.87509	34.96368	35.02929	35.06614	35.07597	35.07632	35.07944	35.0839	35.08712	35.09398	35.09785	35.09064	35.02334	34.87473	34.70913	34.65728	34.70311	34.79112	34.86961	34.93986	34.99913	35.04365	35.07522	35.091	35.09242	35.07634	35.05302	35.02747	35.00347	35.00031	35.01824	35.04607	35.07004	35.08501	35.0837	35.0632	35.02209	34.97332	34.92741	34.89053	34.86364	34.84214	34.81036	34.74907	34.61408	34.41348	34.23748	34.09335	33.96894	33.88547	33.84602	33.82938	33.81844	33.82418	33.86182	33.90685	33.92029	33.90974	33.89444	33.88611	33.87785	33.86034	33.84066	33.82736	33.82004	33.81047	33.7977	33.78226	33.76559	33.74895	33.73163	33.71344	33.70877	33.75365	33.8099	33.7935	33.75139	33.75516	33.84163	33.94447	34.02378	34.0458	33.97932	33.90034	33.89442	33.86916	33.83622	33.84096	33.80432	33.80436	33.80291	33.79988	33.80019
9.1S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.06449	35.19152	35.27887	35.3065	35.30455	35.27168	35.17009	35.0684	35.0474	35.05594	35.06521	35.07441	35.08393	35.09409	35.10543	35.12047	35.14055	35.16489	35.18249	35.18219	35.14747	35.12749	35.14137	35.16507	35.17857	35.18682	35.20015	35.21779	35.2319	35.23574	35.23671	35.24115	35.25208	35.26298	35.26665	35.26389	35.25459	35.24636	35.2389	35.2185	35.18555	35.14764	35.12161	35.12049	35.13035	35.15855	35.18114	35.15452	35.05321	34.91696	34.79345	34.74355	34.74317	34.76194	34.78073	34.79106	34.80061	34.86779	35.04033	35.20437	35.2515	35.15643	34.93717	34.79634	34.79582	34.83764	34.84093	34.83723	34.88036	34.9676	35.04104	35.08497	35.10617	35.11493	35.12166	35.13112	35.13873	35.14436	35.14667	35.1463	35.12223	35.03465	34.88177	34.76414	34.74979	34.80669	34.88819	34.96299	35.02414	35.06651	35.09696	35.11908	35.12905	35.12914	35.12212	35.11366	35.10387	35.10344	35.1136	35.1276	35.13715	35.13832	35.12685	35.09034	35.03523	34.97679	34.92421	34.88335	34.85433	34.82937	34.79287	34.72681	34.58689	34.37893	34.19802	34.06659	33.95686	33.88151	33.83855	33.81927	33.80879	33.81565	33.85101	33.89351	33.90967	33.89857	33.87487	33.85508	33.84373	33.83415	33.82872	33.82929	33.82815	33.81923	33.7969	33.77076	33.75317	33.74386	33.73526	33.72911	33.73468	33.7896	33.84661	33.82388	33.76928	33.76618	33.84013	33.93726	34.01742	34.05104	34.0109	33.93295	33.84381	33.84001	33.87469	33.86592	33.80339	33.81292	33.80611	33.80398	33.81693
8.9S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.07251	35.20311	35.2804	35.29567	35.29368	35.28793	35.21918	35.11031	35.05241	35.05244	35.0596	35.06765	35.07623	35.08715	35.10093	35.11911	35.1432	35.17227	35.1948	35.19544	35.16211	35.13401	35.13948	35.16061	35.17522	35.18397	35.19718	35.21588	35.23315	35.24154	35.24555	35.25349	35.2681	35.28394	35.29002	35.2868	35.27006	35.25449	35.25156	35.24566	35.23164	35.21476	35.20262	35.20852	35.22457	35.24105	35.25067	35.23191	35.16083	35.04196	34.90591	34.81269	34.78128	34.78403	34.8005	34.82479	34.86468	34.97244	35.13929	35.25506	35.27657	35.19455	34.99405	34.82453	34.81755	34.86832	34.88675	34.8889	34.91966	34.99717	35.06933	35.11194	35.13766	35.15485	35.16588	35.17531	35.1833	35.18855	35.19056	35.188	35.17916	35.14362	35.05396	34.93458	34.87609	34.88354	34.94108	35.00645	35.06206	35.09697	35.11836	35.13471	35.14672	35.14911	35.14817	35.14726	35.14684	35.1502	35.1559	35.16008	35.16115	35.15725	35.13669	35.09089	35.02728	34.96096	34.90445	34.86349	34.83485	34.80725	34.76585	34.69357	34.54404	34.33105	34.15483	34.03087	33.93111	33.86253	33.82541	33.80598	33.80005	33.8074	33.83888	33.87467	33.88977	33.88002	33.86018	33.83974	33.82809	33.82708	33.8407	33.85767	33.86275	33.85113	33.80699	33.77525	33.76821	33.76754	33.76664	33.76564	33.77502	33.83255	33.89173	33.87393	33.81366	33.80064	33.86434	33.96184	34.00863	34.04874	34.02381	33.99182	33.87827	33.8544	33.91166	33.89413	-1.E+10	33.79299	33.79312	33.80568	33.85339
8.6S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.07433	35.20339	35.27561	35.28638	35.28102	35.2834	35.26154	35.16753	35.07595	35.04855	35.04633	35.04833	35.05534	35.06979	35.08976	35.11034	35.13789	35.17078	35.19498	35.19651	35.16835	35.1389	35.13876	35.1565	35.17215	35.18198	35.19538	35.21401	35.23328	35.2455	35.25206	35.26238	35.28008	35.30146	35.3135	35.31288	35.29164	35.26506	35.25941	35.26051	35.25883	35.25489	35.25349	35.26359	35.27566	35.28256	35.2857	35.28009	35.2435	35.16696	35.05757	34.95747	34.90029	34.88698	34.90115	34.9323	34.99128	35.10545	35.22745	35.29012	35.29419	35.22327	35.04259	34.8592	34.84174	34.89885	34.93984	34.95579	34.98574	35.05399	35.11702	35.1509	35.17365	35.19339	35.20541	35.21338	35.21934	35.22537	35.2298	35.22913	35.22222	35.20532	35.16819	35.09882	35.02636	35.00703	35.02829	35.07196	35.11243	35.13514	35.14582	35.15321	35.16122	35.16282	35.16207	35.16186	35.16249	35.16458	35.1669	35.16745	35.16588	35.15724	35.12746	35.06779	34.99396	34.92513	34.8708	34.83397	34.80635	34.77482	34.72829	34.6476	34.48544	34.27111	34.10693	33.99174	33.90298	33.83973	33.80965	33.79322	33.79225	33.80172	33.82725	33.84902	33.85349	33.83588	33.82381	33.82227	33.82454	33.83089	33.85423	33.87169	33.87608	33.87876	33.82884	33.80678	33.81382	33.81668	33.8168	33.8145	33.82745	33.88069	33.94343	33.93885	33.89562	33.88132	33.91337	33.99762	33.99688	34.04067	34.02124	34.02396	33.99379	33.96001	33.97227	33.9208	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10
8.4S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.0707	35.1987	35.26875	35.28153	35.26925	35.26606	35.28309	35.22853	35.12362	35.06429	35.0452	35.04297	35.05009	35.06829	35.09217	35.11457	35.14569	35.1785	35.19491	35.19222	35.16765	35.14208	35.14006	35.1539	35.16965	35.18121	35.19527	35.21337	35.23303	35.24809	35.25661	35.26691	35.28551	35.31172	35.3331	35.337	35.31749	35.28056	35.26599	35.26848	35.27449	35.27613	35.28022	35.28946	35.296	35.2989	35.30168	35.30389	35.29436	35.26166	35.20144	35.13145	35.07792	35.05544	35.05721	35.07914	35.13533	35.22065	35.2864	35.30909	35.30707	35.24909	35.09055	34.90032	34.86985	34.92905	34.99324	35.02831	35.06425	35.12402	35.17519	35.19832	35.21333	35.22917	35.23771	35.24133	35.24516	35.2515	35.25609	35.25822	35.25694	35.24825	35.23002	35.20039	35.15707	35.1251	35.12244	35.14178	35.16388	35.17601	35.17944	35.17997	35.18131	35.18045	35.1779	35.17567	35.17414	35.17368	35.17285	35.16998	35.16258	35.14057	35.09139	35.01582	34.93965	34.87603	34.82969	34.79729	34.76841	34.73228	34.68092	34.58754	34.41119	34.20448	34.05812	33.95454	33.87609	33.81913	33.7953	33.78125	33.78565	33.79887	33.81414	33.81623	33.78767	33.74242	33.71961	33.74053	33.79346	33.82969	33.84448	33.84675	33.84989	33.8932	33.86834	33.86466	33.87321	33.86892	33.8671	33.86657	33.88446	33.92858	33.99057	33.99799	33.95943	33.95376	33.95505	34.01794	-1.E+10	-1.E+10	34.00984	34.02637	34.03727	34.02993	34.00934	33.91919	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10
8.1S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.06502	35.19042	35.26317	35.281	35.2606	35.24553	35.27979	35.27374	35.18919	35.10954	35.07195	35.06545	35.07532	35.09717	35.11576	35.13248	35.16427	35.19045	35.19549	35.18776	35.1658	35.1465	35.14379	35.15355	35.16867	35.18261	35.19873	35.2164	35.23467	35.25064	35.26129	35.27119	35.28773	35.31529	35.34441	35.35555	35.3428	35.30056	35.27287	35.27301	35.2832	35.28877	35.29328	35.29974	35.30401	35.30674	35.31047	35.31539	35.31859	35.3131	35.29464	35.26522	35.23559	35.21632	35.21045	35.21841	35.24902	35.29127	35.31483	35.31922	35.31649	35.27657	35.14623	34.95972	34.9073	34.96041	35.04203	35.09732	35.14165	35.19204	35.22885	35.24223	35.24984	35.25867	35.26196	35.26144	35.26374	35.26492	35.26727	35.27095	35.27394	35.27426	35.26814	35.25427	35.23514	35.21201	35.20029	35.2048	35.21367	35.21677	35.21401	35.20877	35.20457	35.19986	35.1937	35.1881	35.18348	35.17867	35.17345	35.16536	35.14364	35.09845	35.02583	34.94035	34.87058	34.81881	34.78261	34.75249	34.72104	34.68196	34.62406	34.51133	34.32264	34.13504	34.01192	33.92279	33.85053	33.80115	33.78248	33.77042	33.77776	33.79154	33.79794	33.77761	33.71674	33.63593	33.5818	33.5943	33.69223	33.80116	33.8173	33.80051	33.81026	33.90375	33.91672	33.91992	33.91646	33.89736	33.89381	33.89558	33.91461	33.95579	34.01159	34.035	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.00711	34.02049	34.04228	34.04831	34.02909	33.94977	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10
