             VARIABLE : Salinity (psu)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : ts_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -1.E+10       
             SUBSET   : 180 by 188 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30.3E	30.8E	31.3E	31.8E	32.3E	32.8E	33.3E	33.8E	34.3E	34.8E	35.3E	35.8E	36.3E	36.8E	37.3E	37.8E	38.3E	38.8E	39.3E	39.8E	40.3E	40.8E	41.3E	41.8E	42.3E	42.8E	43.3E	43.8E	44.3E	44.8E	45.3E	45.8E	46.3E	46.8E	47.3E	47.8E	48.3E	48.8E	49.3E	49.8E	50.3E	50.8E	51.3E	51.8E	52.3E	52.8E	53.3E	53.8E	54.3E	54.8E	55.3E	55.8E	56.3E	56.8E	57.3E	57.8E	58.3E	58.8E	59.3E	59.8E	60.3E	60.8E	61.3E	61.8E	62.3E	62.8E	63.3E	63.8E	64.3E	64.8E	65.3E	65.8E	66.3E	66.8E	67.3E	67.8E	68.3E	68.8E	69.3E	69.8E	70.3E	70.8E	71.3E	71.8E	72.3E	72.8E	73.3E	73.8E	74.3E	74.8E	75.3E	75.8E	76.3E	76.8E	77.3E	77.8E	78.3E	78.8E	79.3E	79.8E	80.3E	80.8E	81.3E	81.8E	82.3E	82.8E	83.3E	83.8E	84.3E	84.8E	85.3E	85.8E	86.3E	86.8E	87.3E	87.8E	88.3E	88.8E	89.3E	89.8E	90.3E	90.8E	91.3E	91.8E	92.3E	92.8E	93.3E	93.8E	94.3E	94.8E	95.3E	95.8E	96.3E	96.8E	97.3E	97.8E	98.3E	98.8E	99.3E	99.8E	100.3E	100.8E	101.3E	101.8E	102.3E	102.8E	103.3E	103.8E	104.3E	104.8E	105.3E	105.8E	106.3E	106.8E	107.3E	107.8E	108.3E	108.8E	109.3E	109.8E	110.3E	110.8E	111.3E	111.8E	112.3E	112.8E	113.3E	113.8E	114.3E	114.8E	115.3E	115.8E	116.3E	116.8E	117.3E	117.8E	118.3E	118.8E	119.3E	119.8E
0.6N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.08607	35.1155	35.18079	35.25846	35.32782	35.38581	35.44157	35.49731	35.53813	35.56503	35.58004	35.57959	35.55922	35.52658	35.49018	35.46224	35.4451	35.4362	35.42651	35.41366	35.39859	35.38202	35.36512	35.34865	35.33162	35.31354	35.29435	35.27444	35.25319	35.22801	35.19702	35.16303	35.12892	35.09692	35.06884	35.04819	35.03544	35.02898	35.02431	35.01677	35.00195	34.98283	34.96234	34.94371	34.92936	34.91914	34.90818	34.89355	34.87423	34.84733	34.81896	34.79325	34.766	34.73502	34.70999	34.69164	34.67331	34.66467	34.65907	34.6489	34.63724	34.62098	34.60586	34.59207	34.58073	34.57053	34.56335	34.55837	34.5592	34.56498	34.57617	34.59562	34.6234	34.66174	34.71168	34.76423	34.81333	34.84236	34.85381	34.83088	34.79264	34.7267	34.6796	34.6202	34.59874	34.5834	34.56716	34.54374	34.51154	34.45868	34.42137	34.37327	34.38189	34.39844	34.40115	34.32874	34.2224	34.08989	33.94637	33.81495	33.73246	33.68525	33.67382	33.68061	33.70147	33.71073	33.69089	33.61543	33.56799	33.60302	33.63703	33.64068	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.90507	33.95372	33.9833	34.01049	33.97397	33.91877	33.94369	34.05958	34.10169	34.07307	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.61453	33.76706	33.88579	33.98109	34.16508
0.9N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.08349	35.09494	35.14868	35.21902	35.28949	35.36284	35.42632	35.48888	35.5374	35.57191	35.5902	35.59009	35.56733	35.52879	35.48699	35.45383	35.43521	35.42579	35.41486	35.40088	35.38638	35.37269	35.35949	35.34532	35.33065	35.3156	35.29826	35.27841	35.25605	35.2308	35.20119	35.16588	35.12727	35.08994	35.05574	35.0284	35.00791	34.99683	34.98817	34.97765	34.96032	34.94147	34.92417	34.91146	34.9055	34.90206	34.89602	34.88797	34.87612	34.86083	34.84401	34.82503	34.79959	34.76881	34.74448	34.72391	34.7009	34.68686	34.67769	34.66652	34.65192	34.63223	34.61005	34.59064	34.57613	34.56647	34.56065	34.55852	34.56215	34.57091	34.58465	34.60609	34.63682	34.67966	34.73597	34.79924	34.85633	34.89072	34.90417	34.89107	34.86562	34.81615	34.76696	34.71712	34.6933	34.67941	34.66242	34.62952	34.58933	34.52669	34.47882	34.42247	34.41569	34.41875	34.41481	34.35787	34.2578	34.11163	33.94809	33.80928	33.72541	33.67809	33.67065	33.69127	33.73155	33.75007	33.71977	33.63505	33.58314	33.61996	33.64436	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.90464	33.94703	33.98265	34.02316	34.0193	33.96482	33.97152	34.08031	34.09841	34.06343	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.52318	33.634	33.93492	34.022	34.1824
1.1N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.09196	35.12122	35.18136	35.2439	35.31847	35.39787	35.46836	35.52799	35.56929	35.59189	35.59737	35.57926	35.53965	35.48968	35.44968	35.42673	35.41557	35.40198	35.38572	35.37079	35.35907	35.34922	35.33839	35.32714	35.31551	35.30116	35.28363	35.2596	35.23083	35.19753	35.15853	35.11762	35.07426	35.03296	35.00202	34.97848	34.95993	34.94409	34.92962	34.91186	34.89754	34.88577	34.88039	34.88008	34.88128	34.88279	34.8842	34.88317	34.87985	34.87387	34.86169	34.84122	34.81471	34.78848	34.76428	34.73738	34.7188	34.70635	34.69108	34.67366	34.65215	34.6249	34.59971	34.58183	34.57156	34.56695	34.56667	34.57198	34.5816	34.59611	34.61813	34.6511	34.69753	34.75675	34.82955	34.88868	34.9184	34.91475	34.88295	34.84663	34.81672	34.78556	34.74559	34.71598	34.68668	34.66048	34.64697	34.63323	34.58905	34.53761	34.47604	34.44454	34.43206	34.42188	34.38018	34.29603	34.15507	33.98004	33.83174	33.73775	33.68042	33.67211	33.70359	33.75934	33.78846	33.75413	33.66386	33.59899	33.61793	33.64466	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.91047	33.95021	33.99295	34.0396	34.05853	34.02145	34.02835	34.1101	34.10049	34.05715	34.05422	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.11718	34.10639	34.15673
1.4N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.08697	35.09889	35.1456	35.19836	35.26188	35.34994	35.43745	35.50743	35.55811	35.58751	35.59887	35.5923	35.55877	35.50348	35.45174	35.41993	35.40411	35.38705	35.36618	35.348	35.33559	35.32819	35.32298	35.31817	35.31213	35.30222	35.28761	35.26464	35.23471	35.19816	35.15502	35.10758	35.05926	35.01475	34.97715	34.94699	34.92242	34.90157	34.88373	34.86895	34.86047	34.85424	34.8531	34.85948	34.86794	34.87943	34.89118	34.90133	34.91088	34.91531	34.91138	34.8976	34.87357	34.84675	34.81693	34.78638	34.76232	34.74593	34.72592	34.70499	34.68095	34.6527	34.62488	34.60309	34.59018	34.58479	34.58493	34.59008	34.59955	34.61333	34.63504	34.66971	34.71793	34.78372	34.8583	34.91425	34.92704	34.88262	34.78638	34.6988	34.65056	34.61827	34.57594	34.53141	34.48265	34.46103	34.47618	34.51369	34.51927	34.49369	34.44777	34.42022	34.40748	34.39598	34.35477	34.286	34.18814	34.03448	33.87739	33.76573	33.69179	33.67439	33.70955	33.77528	33.81989	33.79112	33.69785	33.6189	33.61707	33.68258	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.9284	33.96669	34.0155	34.06782	34.09639	34.08237	34.09259	34.13374	34.11103	34.06105	34.05061	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.32513	34.24156	34.15702
1.6N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.09102	35.11437	35.15606	35.20623	35.28337	35.38845	35.47702	35.53462	35.57137	35.58503	35.59022	35.57902	35.52732	35.46597	35.41763	35.3936	35.37134	35.34403	35.3197	35.30453	35.29842	35.29888	35.30107	35.30247	35.29905	35.28938	35.27057	35.24242	35.20493	35.15887	35.10815	35.05494	35.00443	34.95813	34.91775	34.888	34.86591	34.8498	34.83779	34.83328	34.83154	34.83645	34.8494	34.86854	34.8923	34.91724	34.94195	34.96335	34.97582	34.9771	34.96643	34.94414	34.9177	34.88745	34.85445	34.82331	34.79582	34.77014	34.74736	34.72057	34.69089	34.66298	34.63947	34.62466	34.61738	34.61594	34.61909	34.62715	34.63949	34.66115	34.69709	34.74567	34.81764	34.88927	34.93712	34.92318	34.82999	34.67842	34.53809	34.44789	34.38795	34.33659	34.29601	34.25867	34.2459	34.26331	34.30234	34.31354	34.29385	34.2648	34.2528	34.25578	34.25413	34.22799	34.19332	34.17072	34.08322	33.93201	33.80574	33.71346	33.68094	33.71466	33.78753	33.8423	33.82431	33.73072	33.64743	33.64836	33.74702	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.95046	33.99108	34.04671	34.10378	34.12613	34.12492	34.12883	34.13782	34.11929	34.07353	34.04854	-1.E+10	33.96811	33.94648	33.97267	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.38739	34.3849	34.35498	34.19124
1.9N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.08206	35.08992	35.11839	35.15915	35.21332	35.31149	35.42411	35.49747	35.53789	35.54803	35.55462	35.56891	35.5515	35.49211	35.42886	35.38653	35.35814	35.32532	35.29745	35.2814	35.27969	35.28626	35.2907	35.29134	35.29082	35.28852	35.27659	35.25244	35.21698	35.17142	35.11968	35.06268	35.00442	34.94901	34.90121	34.86467	34.84122	34.82429	34.81558	34.81294	34.81458	34.82536	34.84805	34.88144	34.92275	34.96771	35.00949	35.04157	35.06046	35.0598	35.05013	35.02393	34.99817	34.97273	34.94318	34.90409	34.86042	34.82196	34.79598	34.76744	34.7371	34.71178	34.69088	34.67533	34.66587	34.66237	34.66237	34.66907	34.67884	34.70097	34.74026	34.79082	34.85878	34.9248	34.95971	34.91938	34.7888	34.5979	34.42106	34.30859	34.24031	34.18582	34.14374	34.11406	34.10273	34.10141	34.11575	34.10884	34.08194	34.05605	34.0566	34.0717	34.08353	34.08003	34.07612	34.1074	34.0942	33.97553	33.84528	33.74402	33.69823	33.72522	33.80175	33.85752	33.85197	33.76787	33.70997	33.71778	33.83113	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.97227	34.01839	34.07874	34.12724	34.13259	34.13157	34.13169	34.13089	34.11676	34.07787	34.04554	34.01979	33.96788	33.92919	33.92373	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.35112	34.35443	34.37226	34.25009
2.1N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.11718	35.13355	35.165	35.23205	35.34742	35.44493	35.49112	35.48555	35.45839	35.47279	35.51782	35.50891	35.45315	35.39549	35.35426	35.31827	35.28859	35.27681	35.2833	35.30143	35.31305	35.30939	35.29856	35.29291	35.28473	35.26472	35.23442	35.19243	35.14137	35.08393	35.02224	34.95999	34.90336	34.85888	34.83147	34.81202	34.80354	34.80188	34.80742	34.82496	34.85717	34.90307	34.95984	35.02613	35.08418	35.13101	35.15868	35.16194	35.15432	35.12091	35.08872	35.06507	35.04565	35.01295	34.96476	34.91039	34.86832	34.83148	34.79773	34.77165	34.75605	34.74314	34.73427	34.72986	34.73185	34.73703	34.74459	34.76771	34.80618	34.8533	34.91004	34.96466	34.98223	34.91928	34.76387	34.54645	34.3511	34.23008	34.15619	34.09837	34.05355	34.02693	34.01454	34.00269	33.99266	33.96788	33.93349	33.91599	33.91777	33.93206	33.95381	33.96492	33.9865	34.04087	34.0655	33.99645	33.87828	33.77818	33.72412	33.73948	33.8094	33.86439	33.87085	33.82011	33.82491	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.99221	34.04285	34.1023	34.13182	34.13313	34.14025	34.14408	34.1384	34.11551	34.07664	34.049	34.03559	33.99572	33.92524	33.87038	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.34721	34.34389	34.3609	34.30138
2.4N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.11582	35.12225	35.13729	35.1719	35.25887	35.36569	35.42907	35.41147	35.34735	35.34049	35.39997	35.46809	35.46431	35.41563	35.36164	35.32071	35.2893	35.27824	35.29763	35.34399	35.38269	35.38987	35.34849	35.31606	35.30083	35.28379	35.25826	35.22042	35.1715	35.11613	35.05565	34.99208	34.93013	34.87641	34.83898	34.81346	34.80208	34.80193	34.81009	34.8327	34.87034	34.9225	34.98687	35.06227	35.12909	35.18891	35.23444	35.25597	35.25755	35.2248	35.18365	35.15654	35.1423	35.12802	35.09834	35.05184	35.00002	34.9479	34.89362	34.85628	34.8399	34.83094	34.82773	34.82472	34.8336	34.84174	34.85165	34.86938	34.90101	34.93413	34.97147	35.00647	35.00429	34.92216	34.74609	34.51067	34.30687	34.17926	34.09603	34.03184	33.98678	33.96593	33.95699	33.94207	33.92655	33.89396	33.85749	33.83858	33.8346	33.84721	33.86953	33.88698	33.92405	33.98451	34.0227	33.99029	33.90015	33.81097	33.75215	33.74925	33.79984	33.85002	33.87383	33.88616	33.93109	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.96481	34.00853	34.06048	34.11385	34.13385	34.14431	34.15735	34.17855	34.18473	34.14259	34.08495	34.05972	34.07162	34.04457	33.93242	33.84183	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.35242	34.34264	34.34953	34.33416
2.6N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.11885	35.12406	35.13984	35.19017	35.28043	35.35532	35.33873	35.28983	35.30104	35.32836	35.39875	35.43815	35.43063	35.38105	35.33104	35.2948	35.28359	35.3055	35.3659	35.43001	35.49371	35.4831	35.39852	35.34393	35.3168	35.28846	35.25247	35.20992	35.15741	35.09806	35.0373	34.97686	34.9151	34.8618	34.82686	34.8108	34.81098	34.82139	34.84465	34.88331	34.93386	34.99597	35.07401	35.14215	35.20715	35.26748	35.31245	35.33643	35.32198	35.28717	35.25027	35.2252	35.21336	35.20658	35.1982	35.1693	35.12263	35.04881	34.98969	34.95903	34.95108	34.95559	34.95303	34.96385	34.9789	34.9912	35.00064	35.01738	35.0294	35.03905	35.04846	35.0263	34.92685	34.73341	34.48439	34.27412	34.1384	34.04802	33.98877	33.95442	33.93987	33.93369	33.91907	33.89535	33.85886	33.81768	33.78886	33.78208	33.79328	33.81212	33.83188	33.87806	33.93582	33.97409	33.96287	33.90312	33.83444	33.77873	33.75122	33.77217	33.80414	33.81902	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.97702	34.02243	34.07025	34.11864	34.13882	34.15266	34.16003	34.21278	34.25663	34.2023	34.12121	34.08989	34.11067	34.07682	33.93453	33.841	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.35887	34.34525	34.33949	34.35212
2.9N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.1225	35.12616	35.1499	35.2135	35.28722	35.28824	35.27937	35.31275	35.31504	35.33035	35.39065	35.42205	35.4037	35.35394	35.30978	35.29493	35.30751	35.34683	35.40105	35.50199	35.612	35.55258	35.44031	35.38734	35.34739	35.29765	35.25406	35.20441	35.15058	35.09387	35.03495	34.97236	34.91273	34.86226	34.83366	34.8289	34.83946	34.86308	34.89994	34.94876	35.00712	35.08404	35.15299	35.21642	35.27824	35.33512	35.3829	35.39922	35.38207	35.34787	35.31187	35.28782	35.27522	35.27977	35.28455	35.27789	35.22568	35.15937	35.1133	35.09974	35.10657	35.09971	35.10303	35.11691	35.1294	35.13035	35.12486	35.11267	35.09685	35.08237	35.04301	34.92942	34.72459	34.46773	34.25168	34.11168	34.02301	33.97791	33.95926	33.95459	33.94917	33.92918	33.89119	33.84252	33.79133	33.75407	33.74505	33.754	33.77216	33.79304	33.83804	33.89303	33.92759	33.92396	33.88778	33.84259	33.80056	33.7544	33.73828	33.74484	33.73826	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.99144	34.0308	34.07256	34.11994	34.14305	34.14775	34.15502	34.24873	34.32142	34.26747	34.17569	34.13763	34.15268	34.09295	33.94183	33.87011	33.85275	33.81437	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.3696	34.35066	34.33462	34.3615
3.1N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.12008	35.12084	35.13075	35.17234	35.23642	35.25771	35.27552	35.31934	35.30077	35.28495	35.33592	35.39336	35.41303	35.38663	35.34302	35.31274	35.31387	35.3307	35.3698	35.45838	35.6041	35.65246	35.57784	35.49694	35.44936	35.38519	35.33011	35.27311	35.2122	35.15473	35.10089	35.04367	34.98552	34.92332	34.88006	34.86568	34.86943	34.89366	34.92941	34.9778	35.03275	35.10734	35.17637	35.23795	35.29903	35.35999	35.41516	35.45322	35.45262	35.43116	35.39806	35.36943	35.34356	35.33876	35.34603	35.36332	35.34757	35.29848	35.25278	35.23128	35.23465	35.22388	35.21555	35.21752	35.21977	35.20972	35.18655	35.15469	35.11648	35.08948	35.04301	34.92622	34.71909	34.46006	34.24033	34.10102	34.0245	33.99305	33.98672	33.98703	33.98323	33.96345	33.91455	33.8425	33.78149	33.74395	33.73015	33.7362	33.75251	33.76743	33.80122	33.85094	33.88192	33.88295	33.86053	33.83643	33.81853	33.76603	33.71751	33.69409	33.68468	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.00133	34.03485	34.0682	34.11837	34.14297	34.14209	34.15716	34.28938	34.36598	34.32436	34.236	34.19379	34.19316	34.10769	33.97586	33.93051	33.89453	33.83023	33.76591	33.76302	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.38567	34.36085	34.33809	34.36567
3.4N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.12102	35.12197	35.14818	35.20589	35.2393	35.2723	35.32093	35.29695	35.26955	35.29502	35.35454	35.40033	35.41216	35.38597	35.34878	35.33016	35.33361	35.35546	35.42747	35.55221	35.6237	35.65682	35.61113	35.5713	35.51707	35.45922	35.39919	35.32439	35.23937	35.17119	35.11616	35.06911	35.01142	34.96097	34.93372	34.92726	34.94333	34.97894	35.02866	35.08097	35.15307	35.22071	35.28198	35.34601	35.41062	35.4637	35.50224	35.50882	35.493	35.46787	35.44254	35.4144	35.39668	35.39646	35.4151	35.40936	35.37513	35.33734	35.31362	35.30547	35.2915	35.27778	35.27076	35.25786	35.2325	35.18744	35.13296	35.0758	35.04443	35.01544	34.91544	34.71685	34.4613	34.23986	34.10118	34.03371	34.01018	34.0097	34.0093	34.00495	33.99175	33.94624	33.86678	33.79697	33.74614	33.72435	33.72618	33.7387	33.74685	33.76386	33.80517	33.83512	33.84108	33.82572	33.81516	33.82043	33.78233	33.71867	33.67229	33.65884	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.00699	34.03436	34.05922	34.11316	34.14193	34.13805	34.16111	34.32372	34.38797	34.36464	34.2954	34.24985	34.22648	34.12377	34.01675	33.98362	33.94912	33.8801	33.79714	33.77238	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.39369	34.37422	34.34624	34.36625
