             VARIABLE : zonal current (m/sec)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : uv_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -10           
             SUBSET   : 181 by 189 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30E  	30.5E	31E  	31.5E	32E  	32.5E	33E  	33.5E	34E  	34.5E	35E  	35.5E	36E  	36.5E	37E  	37.5E	38E  	38.5E	39E  	39.5E	40E  	40.5E	41E  	41.5E	42E  	42.5E	43E  	43.5E	44E  	44.5E	45E  	45.5E	46E  	46.5E	47E  	47.5E	48E  	48.5E	49E  	49.5E	50E  	50.5E	51E  	51.5E	52E  	52.5E	53E  	53.5E	54E  	54.5E	55E  	55.5E	56E  	56.5E	57E  	57.5E	58E  	58.5E	59E  	59.5E	60E  	60.5E	61E  	61.5E	62E  	62.5E	63E  	63.5E	64E  	64.5E	65E  	65.5E	66E  	66.5E	67E  	67.5E	68E  	68.5E	69E  	69.5E	70E  	70.5E	71E  	71.5E	72E  	72.5E	73E  	73.5E	74E  	74.5E	75E  	75.5E	76E  	76.5E	77E  	77.5E	78E  	78.5E	79E  	79.5E	80E  	80.5E	81E  	81.5E	82E  	82.5E	83E  	83.5E	84E  	84.5E	85E  	85.5E	86E  	86.5E	87E  	87.5E	88E  	88.5E	89E  	89.5E	90E  	90.5E	91E  	91.5E	92E  	92.5E	93E  	93.5E	94E  	94.5E	95E  	95.5E	96E  	96.5E	97E  	97.5E	98E  	98.5E	99E  	99.5E	100E  	100.5E	101E  	101.5E	102E  	102.5E	103E  	103.5E	104E  	104.5E	105E  	105.5E	106E  	106.5E	107E  	107.5E	108E  	108.5E	109E  	109.5E	110E  	110.5E	111E  	111.5E	112E  	112.5E	113E  	113.5E	114E  	114.5E	115E  	115.5E	116E  	116.5E	117E  	117.5E	118E  	118.5E	119E  	119.5E	120E  
25.1S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.08340421	-0.1072228	-0.1921244	-0.1637467	-0.05956989	-0.02199364	-0.01168452	0.002221217	-0.0008415933	-0.01802374	-0.03428817	-0.02697846	-0.01790382	-0.01640475	-0.0113714	-0.003431266	-0.00763357	-0.01960858	-10	-10	-10	-10	-10	-10	-10	-0.08459375	-0.1124105	-0.02470973	0.07279649	0.05835553	0.03140948	0.01820582	0.01078752	0.01304789	0.01990859	0.02204341	0.02443227	0.03644322	0.05095049	0.06517362	0.07431357	0.06809856	0.06094947	0.05546431	0.05369303	0.05698436	0.06761039	0.07361504	0.07537521	0.07305201	0.06798429	0.06109324	0.04627528	0.04093614	0.02074939	0.01557433	0.006155003	0.001748356	0.009885032	0.003896232	0.01559272	0.008851334	0.007560605	0.003769484	0.003451123	0.009301213	0.009506506	0.01973417	0.0125421	0.01532621	0.007740062	0.01315641	0.01804888	0.01846809	0.02848234	0.02789027	0.03665759	0.032073	0.02206349	0.010024	-0.01254142	-0.02663876	-0.03555374	-0.03996048	-0.04230182	-0.05003022	-0.05795374	-0.05632127	-0.05797234	-0.0489981	-0.04269264	-0.04652711	-0.04602787	-0.05333002	-0.07414089	-0.09237827	-0.1001407	-0.1000224	-0.08791627	-0.08342724	-0.07556759	-0.06718771	-0.0466039	-0.003906899	0.03690059	0.0586054	0.06212262	0.04522345	0.02201109	-0.004197232	0.0009923643	0.02053769	0.02304301	0.01811143	0.01441004	0.02572043	0.04501311	0.05736633	0.0641417	0.06062313	0.049601	0.04880491	0.04225706	0.04660041	0.04673399	0.04669701	0.04105662	0.0420326	0.04041396	0.03948706	0.04009461	0.0354119	0.02989369	0.02045964	0.01158115	0.01331324	0.007261847	-0.001256646	-0.00887572	-0.01302614	-0.01120103	-0.01133018	0.002937322	0.009913934	0.01567155	0.02708637	0.03901723	0.06863765	0.09693998	0.1000499	0.1081405	0.103262	0.08044065	0.06663553	0.02713736	-0.04242783	0.1237664	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
24.6S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.07940973	-0.16629	-0.2362389	-0.1736163	-0.09920509	-0.0588248	-0.0638453	-0.07504187	-0.07027186	-0.04261596	-0.01166467	0.00002964688	0.003497249	0.006378943	0.007587338	0.0001893878	-0.005997396	-10	-10	-10	-10	-10	-10	-10	-10	-0.0493624	-0.06727678	0.03366466	0.06381609	0.03677833	0.02388268	0.01371831	0.01973576	0.02360718	0.0231285	0.02636923	0.0299908	0.04220816	0.05653597	0.06214152	0.06668889	0.06808843	0.06583194	0.06285738	0.05953171	0.05789026	0.06265019	0.06583163	0.06158314	0.05429978	0.04294774	0.03877999	0.02424237	0.02621057	0.02152169	0.01744562	0.01554312	0.005184165	0.01314801	0.003920926	0.005101234	0.0003956008	-0.01153359	-0.02546251	-0.0263963	-0.02286083	-0.0284824	-0.02007396	-0.02515169	-0.01847754	-0.0112327	-0.002089428	0.01303095	0.02138202	0.04015653	0.04406795	0.04862379	0.04935439	0.03543976	0.01657801	-0.01058796	-0.03643068	-0.05251795	-0.05643701	-0.05500957	-0.05012538	-0.04692451	-0.03483355	-0.03185691	-0.0327001	-0.02874419	-0.02646644	-0.03503598	-0.04137361	-0.04902016	-0.06006449	-0.05497211	-0.04586015	-0.03622077	-0.03713371	-0.02850939	-0.008787476	0.007787982	0.0383409	0.07460368	0.08631855	0.06984276	0.04191247	0.01991707	0.01218759	0.02485482	0.03534281	0.02882035	0.02476614	0.03389899	0.05723686	0.09009785	0.1096983	0.1162116	0.1222026	0.1125632	0.1064735	0.08987048	0.08027116	0.06501432	0.04975025	0.03308255	0.02571892	0.02050393	0.01335521	0.01016278	0.004099342	-0.007132492	-0.01006083	-0.01833778	-0.0269571	-0.03417358	-0.0409713	-0.04208814	-0.03727764	-0.01471667	0.001476912	0.01790338	0.03015983	0.04190255	0.07277863	0.09121876	0.09608041	0.106667	0.1127178	0.1135686	0.05539638	0.0005460753	0.04403659	0.1173202	-0.04404316	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
24.2S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04246043	-0.2222113	-0.2935438	-0.2337646	-0.1876036	-0.1461465	-0.1052511	-0.0438688	0.00157757	0.01365164	0.01207908	0.00992996	0.01761693	0.02458123	0.008095768	-0.03016958	-10	-10	-10	-10	-10	-10	-10	-10	-0.06856508	-0.1040415	0.001101703	0.04141162	0.02339581	0.01353438	0.01220183	0.01521311	0.01619337	0.01928948	0.01634017	0.02158787	0.02850769	0.03903027	0.04761064	0.05621273	0.07024816	0.07381239	0.06787079	0.06136499	0.05444699	0.05010439	0.05085508	0.04976957	0.03933654	0.03505007	0.02328031	0.02529463	0.02330765	0.02455375	0.02365052	0.01404773	0.01152036	-0.001956993	0.0001314211	-0.01305563	-0.02436858	-0.03036444	-0.04071239	-0.0530269	-0.06170397	-0.05262201	-0.05229224	-0.03504044	-0.02027812	-0.008658338	0.0059695	0.01081318	0.01741469	0.01888305	0.0249982	0.02563458	0.02961814	0.03490508	0.02659058	0.004850909	-0.01779107	-0.03584301	-0.04355018	-0.04129216	-0.03892353	-0.02557429	-0.02047756	-0.01545483	-0.01023531	-0.01405748	-0.01930253	-0.009029197	-0.004204979	-0.002239942	0.002979915	0.009700226	0.02963403	0.04129837	0.05369518	0.05775293	0.05354628	0.06374937	0.06777257	0.06927447	0.07491826	0.06686634	0.04436077	0.03324401	0.03264434	0.03387174	0.04433608	0.0435621	0.03972064	0.04245107	0.05645406	0.07683378	0.09818923	0.1139947	0.1200093	0.12498	0.1148998	0.1027201	0.08355564	0.06588097	0.04222152	0.02039426	0.004016045	-0.00650738	-0.01134421	-0.01303858	-0.01094522	-0.007144087	-0.01400274	-0.02850668	-0.04083233	-0.04777912	-0.04017191	-0.0272893	-0.01146118	-0.0006847179	0.01726342	0.03319633	0.04091509	0.05114258	0.05552483	0.06886575	0.08142615	0.09252904	0.1079492	0.07426594	0.02648916	0.00484661	0.007113032	-0.055485	0.08709989	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
23.7S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.01795253	-0.09208886	-0.2047981	-0.2356889	-0.1851636	-0.1183753	-0.03004981	0.02765139	0.04976563	0.04213554	0.02280143	0.01722491	0.0106133	0.007207351	0.00628526	-0.01400599	-10	-10	-10	-10	-10	-10	-10	-10	-0.03119035	-0.1084808	-0.04416984	0.0181113	0.008845975	0.00742885	0.01177406	0.008914053	0.001755206	0.001277825	0.009427542	0.009638911	0.01383167	0.01910444	0.02693967	0.04060266	0.04656247	0.05125341	0.05418221	0.05626561	0.05367572	0.04608402	0.04058227	0.03547173	0.03542299	0.02642836	0.02709391	0.02239842	0.02030253	0.0193914	0.01841716	0.01571264	0.002767638	-0.003580375	-0.02279449	-0.02570856	-0.02986934	-0.0373766	-0.04489902	-0.05042041	-0.04552271	-0.05358833	-0.03989413	-0.02414783	-0.008306724	0.007253805	0.009758212	0.01242848	-0.001337428	-0.005581286	-0.007891407	-0.01019617	-0.005210001	0.001421233	0.003612885	-0.006119146	-0.02621876	-0.03727018	-0.04602038	-0.0475541	-0.03221579	-0.02507646	-0.01239642	-0.004661785	-0.008128433	-0.002611785	0.01366882	0.02276764	0.03260044	0.03838463	0.04943474	0.06392887	0.07126502	0.09126283	0.09674853	0.09812702	0.1116753	0.09537244	0.07654288	0.0606346	0.04428045	0.04143067	0.04424249	0.04415129	0.03906826	0.03878891	0.04437719	0.05622822	0.05619171	0.05551255	0.0565825	0.05765341	0.05952628	0.06606702	0.07869367	0.08450067	0.08829393	0.07809217	0.06514447	0.04357442	0.02594309	0.005392916	-0.009937497	-0.01605216	-0.02213617	-0.03028676	-0.0314633	-0.02590889	-0.0220947	-0.02137883	-0.02353739	-0.01781472	-0.008364977	0.004815565	0.01216361	0.01862713	0.02985165	0.03758073	0.04216152	0.04613692	0.05380543	0.05934951	0.06729494	0.08183935	0.07909516	0.06936219	0.03974065	0.02011606	-0.02458574	-0.007134154	-0.09332019	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
23.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.01997206	-0.03464704	-0.06591664	-0.1094531	-0.1043304	-0.04491643	0.004867084	0.04425321	0.06198494	0.05770674	0.04342121	0.02059831	0.006723284	-0.01251524	-0.03217531	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.03614396	-0.09906459	-0.07057038	-0.006055135	0.002215074	-0.004349841	-0.005685076	-0.01300362	-0.01885964	-0.01490945	-0.01247343	-0.01423007	-0.01612508	-0.01226174	-0.00365755	0.004397068	0.01489734	0.02376042	0.03372296	0.03818377	0.03946714	0.034435	0.02635921	0.02927751	0.03183454	0.03437652	0.0255765	0.02206117	0.01854682	0.01602024	0.01591034	0.006996321	-0.005587321	-0.02300802	-0.02399677	-0.0298218	-0.03313828	-0.03651626	-0.037565	-0.03345976	-0.03744489	-0.02384239	-0.02383645	-0.01900021	-0.005632163	0.004141364	0.01696172	0.01071416	0.009274026	-0.007253591	-0.02855149	-0.03794251	-0.0423043	-0.03952828	-0.03359179	-0.03519934	-0.0485309	-0.07182118	-0.07392256	-0.06141679	-0.04581311	-0.02065893	-0.01058653	-0.0003382186	0.01236343	0.02749461	0.03982725	0.052561	0.05845493	0.06597833	0.07626242	0.08148892	0.09426567	0.09396657	0.1059844	0.1198112	0.1093253	0.1006169	0.0560433	0.01131951	0.01236913	0.02451327	0.0358876	0.04220476	0.035034	0.02525158	0.03072558	0.04705295	0.06641088	0.06889714	0.0636858	0.05491679	0.05012834	0.04900332	0.04774752	0.05245176	0.0504164	0.04614447	0.03086585	0.01265202	-0.00763874	-0.01900718	-0.02652272	-0.03501067	-0.04160533	-0.0423275	-0.04473309	-0.04677667	-0.0418423	-0.03072789	-0.01629994	-0.01302502	-0.01233595	-0.01235101	-0.007461027	0.002459057	0.01747226	0.04627981	0.06722269	0.07217196	0.0721973	0.08413018	0.09239204	0.09284189	0.08674134	0.06360566	0.06067626	0.04880976	0.0500967	0.05358443	0.0488494	-0.08198406	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.002486635	-0.03852937	-0.06380821	-0.07854263	-0.07678057	-0.06862575	-0.03905069	-0.002484555	0.02900432	0.04029934	0.03653027	0.02466538	-0.0003019161	-0.02026626	-0.02329733	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.06645815	-0.1011908	-0.01599403	-0.009816884	-0.02249642	-0.02756477	-0.03784422	-0.03755761	-0.03427857	-0.03545523	-0.03526038	-0.03401449	-0.03541172	-0.04172135	-0.04610775	-0.03687596	-0.01802895	-0.003120925	0.01039465	0.01475837	0.01613224	0.02280449	0.02614018	0.02756693	0.02153348	0.02499963	0.02062418	0.01487792	0.01770301	0.007925334	-0.002550997	-0.01335036	-0.01833969	-0.02831628	-0.02803898	-0.03220037	-0.03186915	-0.02460332	-0.02092637	-0.007584813	-0.01457651	-0.008407275	-0.004714217	0.003888778	0.02022738	0.02360463	0.0303036	0.01779692	0.002788706	-0.02066496	-0.04445596	-0.06251648	-0.06736727	-0.06368092	-0.06605241	-0.07502615	-0.07641435	-0.07373455	-0.05962924	-0.03941924	-0.02326849	0.008540071	0.02814184	0.0476522	0.05588163	0.06385822	0.07625932	0.08791335	0.09765047	0.09588039	0.1017253	0.1032772	0.1051345	0.1059551	0.1011803	0.08576223	0.04142842	0.02132373	0.01051704	-0.005462637	0.008049462	0.02934615	0.03089623	0.01733345	0.008824711	0.01015699	0.02866801	0.04316544	0.0478209	0.04339772	0.03861489	0.0330334	0.02426815	0.01660818	0.006100358	0.002853986	-0.008639806	-0.02088644	-0.03864922	-0.04472439	-0.04741866	-0.05795549	-0.06872851	-0.07777666	-0.08488525	-0.08537997	-0.08041101	-0.07732198	-0.06933878	-0.06493188	-0.05979342	-0.05495899	-0.04533227	-0.03347356	-0.004902622	0.04023938	0.08960564	0.1265326	0.1340103	0.1410552	0.1428054	0.1455997	0.1475007	0.1182466	0.08229492	0.03868164	0.005261636	-0.004931688	-0.02506504	-0.003855868	0.1223251	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22.4S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0396328	-0.04894034	-0.07409391	-0.09829912	-0.1181096	-0.1107154	-0.09429053	-0.06897539	-0.04176317	-0.01198536	0.00009515315	-0.00628874	-0.01370938	-0.02950355	-0.04146368	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04385406	-0.09379968	-0.02919903	-0.01377427	-0.03079164	-0.04485637	-0.04956591	-0.04922337	-0.05375227	-0.05393489	-0.05547608	-0.05700478	-0.05953288	-0.06944792	-0.07271814	-0.06586289	-0.05082592	-0.03068561	-0.02203023	-0.009832209	0.0009116566	0.005294103	0.009903971	0.007095709	0.01328583	0.006292142	0.00934427	0.01325088	0.005933061	0.003126003	-0.01086233	-0.01679055	-0.02410173	-0.02065292	-0.02355275	-0.02582104	-0.02658181	-0.02370021	-0.0127604	-0.01657814	-0.003970115	-0.006060372	0.003113903	0.01216812	0.009248197	0.02360927	0.01977377	0.02302999	0.01191254	-0.004622234	-0.03141389	-0.05186355	-0.06383161	-0.07442474	-0.0728078	-0.06929062	-0.06626757	-0.05449773	-0.04030084	-0.01835876	0.01499995	0.0419717	0.07097656	0.08374611	0.0929674	0.09203129	0.08947048	0.08980025	0.09578587	0.1032279	0.1052926	0.1087707	0.09640707	0.08030244	0.06013476	0.02860375	0.008868389	-0.01497831	-0.0251963	-0.02216123	-0.02088966	-0.01724397	-0.01908155	-0.02707418	-0.03261444	-0.01893501	-0.008257477	0.0004758566	0.00001045553	-0.003945515	-0.01112053	-0.02361434	-0.03049828	-0.03986291	-0.04435576	-0.05294196	-0.06115858	-0.07873812	-0.0827224	-0.08601055	-0.09388965	-0.1077414	-0.1233661	-0.1290644	-0.1274472	-0.1270478	-0.1266026	-0.1264955	-0.1312855	-0.1211149	-0.09783417	-0.06576485	-0.03485939	-0.00344545	0.04187535	0.1033373	0.1499412	0.1806869	0.1944819	0.1837344	0.1870353	0.1919285	0.1825549	0.1616154	0.1026304	0.02572367	-0.04177652	-0.07226854	-0.04939598	-0.03353671	-0.1303471	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21.9S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.004350924	-0.0324811	-0.05476257	-0.1056256	-0.1333564	-0.1528549	-0.1577963	-0.1511446	-0.1223702	-0.08541184	-0.05071573	-0.02856829	-0.03199406	-0.03417382	-0.02876102	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.03060091	-0.05567832	-0.02154235	-0.01852711	-0.04095613	-0.04923327	-0.05853649	-0.06946524	-0.07777534	-0.08430564	-0.08485421	-0.08065821	-0.08193981	-0.07730662	-0.0826949	-0.08402519	-0.07521755	-0.06299251	-0.04989954	-0.04374435	-0.03565218	-0.02768109	-0.02455479	-0.01906476	-0.02331353	-0.01533979	-0.01374049	-0.007882374	-0.004431061	-0.01945807	-0.0153641	-0.01905718	-0.01764267	-0.01575796	-0.01883867	-0.02447759	-0.02734513	-0.02183321	-0.01183156	0.00739551	0.007856324	0.02715233	0.02539714	0.0221194	0.0250724	0.008914563	0.01528794	0.009095555	0.009915141	-0.002093293	-0.01778397	-0.03599019	-0.05381122	-0.05320613	-0.04630749	-0.03601547	-0.02374984	-0.01707979	-0.001905284	0.01804084	0.04045403	0.07012288	0.08218168	0.09386342	0.0907592	0.08437022	0.07515259	0.07080111	0.07406792	0.08622958	0.09132072	0.07992966	0.06353988	0.03887989	0.01106596	-0.01019745	-0.02788034	-0.03962436	-0.04986453	-0.06096419	-0.07643467	-0.0827462	-0.08658711	-0.08578739	-0.0772835	-0.07386974	-0.06476685	-0.06549869	-0.06586015	-0.07455171	-0.08847554	-0.08872104	-0.08980995	-0.08859352	-0.09519459	-0.1012323	-0.111802	-0.1147806	-0.1165755	-0.1189322	-0.1331587	-0.1467213	-0.1525265	-0.1556251	-0.1541936	-0.1536546	-0.1564419	-0.1538297	-0.1394878	-0.1042567	-0.04901826	-0.004827996	0.02182543	0.05718796	0.0948823	0.117079	0.129259	0.1332171	0.1383663	0.1484228	0.1556151	0.1735886	0.1969464	0.184652	0.1404056	0.06287663	-0.01550534	-0.06311335	-0.09162811	-0.119247	-0.1558462	-0.3027399	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.04181273	0.02757046	0.0113179	-0.01252722	-0.04821035	-0.1099237	-0.1578263	-0.2019201	-0.2164851	-0.1916671	-0.1437258	-0.09099357	-0.06284437	-0.04081363	-0.03529467	-0.05405242	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.00499937	-0.01468399	-0.00913658	-0.0408676	-0.05272146	-0.06086017	-0.06975939	-0.08037753	-0.08902927	-0.09380966	-0.09358715	-0.08378796	-0.08779213	-0.08068131	-0.07328475	-0.08046106	-0.08188793	-0.08031544	-0.07182206	-0.06305031	-0.0592041	-0.05412634	-0.05084402	-0.04666727	-0.04335171	-0.0331813	-0.02765521	-0.0305942	-0.02038284	-0.02573976	-0.01852847	-0.01312749	-0.01021031	-0.01230044	-0.0202592	-0.02220733	-0.01478195	0.007597391	0.02159301	0.04489835	0.03994648	0.03999557	0.035562	0.01824249	0.0125263	-0.006436905	-0.001526495	-0.008963024	-0.007407492	-0.01037125	-0.0207565	-0.02813178	-0.03026112	-0.01514522	-0.004127045	0.004868699	0.01880706	0.03014978	0.04834159	0.06881421	0.07392244	0.07947651	0.07083137	0.06038455	0.04717903	0.04234913	0.04699505	0.05797773	0.07240252	0.06995863	0.04993129	0.02154284	-0.006162242	-0.02538616	-0.04200047	-0.06098975	-0.07742096	-0.08693556	-0.09612712	-0.1145262	-0.1287812	-0.1311098	-0.1276152	-0.1250036	-0.1226479	-0.1248018	-0.1197673	-0.1244025	-0.1305356	-0.1350306	-0.1361116	-0.1301735	-0.1334805	-0.1347631	-0.1416893	-0.1433231	-0.1446157	-0.1390565	-0.1425179	-0.1485702	-0.1599595	-0.1670923	-0.1702393	-0.174215	-0.17146	-0.1642831	-0.1432639	-0.1090946	-0.06062004	-0.01317415	0.02900752	0.06192939	0.07548312	0.06731863	0.05527617	0.04874864	0.0511445	0.06093848	0.07706271	0.1252074	0.1931286	0.2290726	0.2176732	0.1724887	0.1146602	0.05463821	0.002825574	-0.0003561409	0.01005448	0.08407502	-0.02364131	-0.2729982	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21.1S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.02906691	0.001894847	0.01714619	0.01877641	0.0190278	-0.01926378	-0.08823134	-0.1521194	-0.1998374	-0.2111742	-0.1818971	-0.1399245	-0.09495817	-0.0725834	-0.04463427	-0.002633572	0.04292531	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.01093149	-0.01907763	0.00254823	-0.01994447	-0.03467045	-0.03649027	-0.04246137	-0.05037585	-0.05785492	-0.06738787	-0.0746745	-0.07959703	-0.06271239	-0.05710375	-0.06364805	-0.07313181	-0.0838462	-0.08853918	-0.08847313	-0.08284298	-0.07893733	-0.0752122	-0.07388128	-0.07013717	-0.06589233	-0.0614037	-0.05910973	-0.04710866	-0.04542201	-0.03463421	-0.02665423	-0.01563377	-0.0104126	-0.01365932	-0.008349308	-0.005562053	0.006114381	0.01838112	0.03608723	0.04399233	0.05240484	0.04543418	0.0334781	0.01692556	-0.001607758	-0.0001505264	-0.01335345	-0.01285151	-0.01612456	-0.01417608	-0.009837868	-0.01116924	-0.01220599	-0.006705706	0.01231808	0.02721317	0.03544849	0.04855244	0.06353468	0.06287687	0.0543926	0.04032774	0.0331547	0.02571143	0.02127815	0.02392844	0.0384117	0.05155491	0.04884207	0.03179886	0.002008623	-0.02718026	-0.04632695	-0.05837628	-0.07739973	-0.09330739	-0.09797621	-0.1131255	-0.1229762	-0.1333599	-0.1521828	-0.1588327	-0.1621016	-0.1599859	-0.1640224	-0.1605651	-0.1552818	-0.1527823	-0.1538043	-0.154907	-0.1518854	-0.1514666	-0.1512617	-0.1618294	-0.1627119	-0.1667492	-0.1562579	-0.1490426	-0.1386323	-0.138169	-0.1409349	-0.1512167	-0.1640351	-0.1715074	-0.1687052	-0.1528878	-0.1290546	-0.09621862	-0.06651223	-0.02906402	0.01500475	0.04652847	0.05254503	0.03952779	0.03292946	0.03299285	0.03294067	0.03210563	0.06065116	0.1415904	0.2182429	0.2369907	0.208874	0.1674191	0.1257439	0.07498643	0.03895493	0.007651583	0.01074961	-0.04385607	-0.02902426	-0.08872519	-0.2675657	0.01198929	-10	-10	-10	-10	-10	-10	-10	-10	-10
20.6S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.009198491	-0.02017612	0.0006263459	0.0262633	0.05812976	0.07196294	0.03767285	-0.03735791	-0.1074698	-0.1547139	-0.1719952	-0.1513378	-0.1183281	-0.08144532	-0.0600954	-0.01701354	-0.03443906	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04382076	-0.06966067	0.01574212	0.02843839	0.003791148	0.0002682163	-0.007461192	-0.01570174	-0.02053165	-0.02677809	-0.0369009	-0.0407969	-0.04211706	-0.03460486	-0.04300286	-0.05478431	-0.06709404	-0.08841011	-0.1068024	-0.09433786	-0.0877388	-0.09617545	-0.09426548	-0.09536178	-0.09202741	-0.09072544	-0.08211863	-0.07984709	-0.06232793	-0.05042901	-0.03079002	-0.02335175	-0.02652419	-0.02101211	-0.01933096	0.002614082	0.01763065	0.03077303	0.0415525	0.0527706	0.05177186	0.04332161	0.02552471	0.005503035	-0.005059909	-0.02292879	-0.02546008	-0.03145616	-0.02090853	-0.006851586	0.002950836	0.01100211	0.01356142	0.01942633	0.02573781	0.03850938	0.05070456	0.05999141	0.05327762	0.03271209	0.008591693	-0.005608868	-0.006589303	-0.002354397	0.00906653	0.02444114	0.02678191	0.01978146	0.0004539719	-0.02953286	-0.05171433	-0.07089034	-0.0788221	-0.08662643	-0.09195506	-0.09501386	-0.107385	-0.1066206	-0.1173303	-0.1334382	-0.1416243	-0.1603122	-0.172092	-0.1819948	-0.1810625	-0.1800014	-0.1672348	-0.1590423	-0.1535353	-0.1513746	-0.1449496	-0.1349424	-0.1373038	-0.1457922	-0.1518576	-0.1464797	-0.1452256	-0.137416	-0.1299265	-0.1154153	-0.1118679	-0.1182812	-0.1326198	-0.1398208	-0.1293919	-0.1128923	-0.09061429	-0.06655079	-0.0347041	-0.005391576	0.02640131	0.05677424	0.06840615	0.06296702	0.05010175	0.04169361	0.03154114	0.01997567	0.05003798	0.1087106	0.131464	0.108601	0.08220902	0.06937502	0.05911135	0.04493754	0.002332001	-0.02580793	-0.04096079	-0.04233464	-0.08653119	-0.06430007	-0.02124503	-0.1559339	0.009390225	0.0629274	0.05853236	-10	-10	-10	-10	-10	-10
20.2S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.02186036	-0.03404011	-0.01863754	0.009282945	0.04250068	0.06046436	0.1099439	0.1256316	0.09886369	0.02909896	-0.045529	-0.09867524	-0.1289404	-0.1230628	-0.097269	-0.06218594	-0.04794133	0.02120821	0.04074739	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.07348709	-0.1198964	-0.005984109	0.05404803	0.0363341	0.02428062	0.01505765	0.006108212	0.001086252	-0.003211182	-0.009536154	-0.01827139	-0.02120618	-0.02828344	-0.03146955	-0.04003026	-0.05611876	-0.06910508	-0.07390351	-0.1052788	-0.1120617	-0.1122764	-0.1202911	-0.1154977	-0.1136565	-0.1064701	-0.106672	-0.08898013	-0.07649715	-0.053716	-0.05017873	-0.04942547	-0.04176695	-0.03979954	-0.02563048	-0.01664673	0.006022757	0.0177881	0.02993906	0.03621563	0.03387383	0.01494924	-0.008119393	-0.0278773	-0.04625122	-0.04932376	-0.05686774	-0.04874194	-0.03195892	-0.01446786	-0.002748672	0.005816789	0.01129003	0.01367779	0.02223014	0.02747638	0.03324027	0.02603536	0.002321186	-0.02787415	-0.04676254	-0.04632881	-0.03518255	-0.01977334	-0.00325833	0.00359161	0.0004023015	-0.0177044	-0.04530692	-0.07023907	-0.09045289	-0.09804095	-0.1000052	-0.09269621	-0.08517873	-0.08501159	-0.07945891	-0.08955821	-0.09508136	-0.1027898	-0.1192742	-0.1345699	-0.1591535	-0.1743576	-0.1809797	-0.1729645	-0.1619795	-0.1439677	-0.1314809	-0.1203925	-0.1083345	-0.1056624	-0.1125666	-0.1205341	-0.1093514	-0.1050526	-0.113143	-0.1216639	-0.1187456	-0.1068261	-0.08822721	-0.08209097	-0.08008704	-0.06904379	-0.04995306	-0.02214007	0.01259246	0.04688611	0.06709033	0.07671263	0.07890706	0.08504485	0.09166098	0.08565513	0.07057314	0.05179882	0.02932847	0.004356164	0.00848415	0.009129423	-0.01889118	-0.04736878	-0.04203834	-0.01984725	-0.005199239	-0.03553854	-0.05480457	-0.07044268	-0.07939456	-0.07112765	-0.05226869	-0.05102751	-0.1595442	-0.1271085	-0.1446125	-0.1024901	-0.06665625	0.02003873	0.05400147	0.06099468	-10	-10	-10
