             VARIABLE : meridional current (m/sec)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : uv_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -10           
             SUBSET   : 181 by 189 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30E  	30.5E	31E  	31.5E	32E  	32.5E	33E  	33.5E	34E  	34.5E	35E  	35.5E	36E  	36.5E	37E  	37.5E	38E  	38.5E	39E  	39.5E	40E  	40.5E	41E  	41.5E	42E  	42.5E	43E  	43.5E	44E  	44.5E	45E  	45.5E	46E  	46.5E	47E  	47.5E	48E  	48.5E	49E  	49.5E	50E  	50.5E	51E  	51.5E	52E  	52.5E	53E  	53.5E	54E  	54.5E	55E  	55.5E	56E  	56.5E	57E  	57.5E	58E  	58.5E	59E  	59.5E	60E  	60.5E	61E  	61.5E	62E  	62.5E	63E  	63.5E	64E  	64.5E	65E  	65.5E	66E  	66.5E	67E  	67.5E	68E  	68.5E	69E  	69.5E	70E  	70.5E	71E  	71.5E	72E  	72.5E	73E  	73.5E	74E  	74.5E	75E  	75.5E	76E  	76.5E	77E  	77.5E	78E  	78.5E	79E  	79.5E	80E  	80.5E	81E  	81.5E	82E  	82.5E	83E  	83.5E	84E  	84.5E	85E  	85.5E	86E  	86.5E	87E  	87.5E	88E  	88.5E	89E  	89.5E	90E  	90.5E	91E  	91.5E	92E  	92.5E	93E  	93.5E	94E  	94.5E	95E  	95.5E	96E  	96.5E	97E  	97.5E	98E  	98.5E	99E  	99.5E	100E  	100.5E	101E  	101.5E	102E  	102.5E	103E  	103.5E	104E  	104.5E	105E  	105.5E	106E  	106.5E	107E  	107.5E	108E  	108.5E	109E  	109.5E	110E  	110.5E	111E  	111.5E	112E  	112.5E	113E  	113.5E	114E  	114.5E	115E  	115.5E	116E  	116.5E	117E  	117.5E	118E  	118.5E	119E  	119.5E	120E  
25.1S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.07675567	-0.0616192	-0.3949133	-0.1354033	0.05662569	0.09295043	0.08084006	0.06367435	0.05975612	0.03572812	0.02309141	-0.000750309	-0.01860812	-0.01010311	0.006784159	-0.00261922	-0.01686707	-0.03494831	-10	-10	-10	-10	-10	-10	-10	-0.165395	-0.5285495	-0.1730998	0.1867233	0.03280717	-0.02486473	-0.007572203	0.0006069155	-0.00836493	-0.005578035	-0.009934461	-0.0159787	-0.01037415	-0.003882774	-0.003879151	-0.007890535	-0.008322196	-0.01925012	-0.02658288	-0.02497316	-0.03112938	-0.02870366	-0.02055917	-0.01233003	-0.02116213	-0.03064376	-0.03281316	-0.008809783	0.007492325	0.02219023	0.01005454	-0.003183257	-0.01976691	-0.01451677	-0.01489899	-0.02126354	-0.02847979	-0.02615635	-0.0333208	-0.01488849	-0.01189927	-0.01651122	-0.02166576	-0.04017729	-0.05660173	-0.06323955	-0.0745487	-0.07994359	-0.07613125	-0.07085796	-0.06263841	-0.07354155	-0.07049982	-0.05560751	-0.05114368	-0.03925977	-0.03985692	-0.02306162	0.004459302	0.03509858	0.05504322	0.08752128	0.108868	0.09835293	0.07506566	0.05902373	0.04314554	0.04082697	0.02568847	0.0171452	0.006341374	0.0170649	0.01859951	0.02308098	-0.009662378	-0.02885593	-0.04575108	-0.06896397	-0.08142439	-0.0741782	-0.05481338	-0.03535852	-0.04636525	-0.06059672	-0.06343373	-0.04774461	0.007177771	0.05039704	0.04701298	0.03384468	0.02026627	0.02251512	0.02789141	0.02505809	0.03081334	0.03017354	0.01811063	-0.01235971	-0.03282594	-0.03463942	-0.03334504	-0.03743865	-0.03554867	-0.03100408	-0.01384827	-0.005302823	0.01351612	0.0218686	0.04398775	0.05869559	0.06077545	0.07701985	0.09003703	0.08485884	0.08206754	0.08987678	0.1033517	0.1126255	0.1049379	0.09129915	0.07622311	0.07484404	0.04249439	0.02516771	-0.01615454	-0.08493043	-0.2831677	-0.4688779	-0.4229457	-0.1934217	-0.1119414	-0.01036617	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
24.6S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0637207	-0.261958	-0.2237618	-0.03561893	0.05446889	0.05444292	0.06890007	0.06028626	0.04483058	-0.004903397	-0.01941442	-0.03105955	-0.00813683	-0.006462169	-0.0005284546	-0.00009940298	-0.01991541	-10	-10	-10	-10	-10	-10	-10	-10	-0.4503338	-0.3101928	0.1129493	0.06545313	-0.0129206	0.001155247	0.001218108	-0.02475016	-0.008400412	-0.01206984	-0.02268704	-0.02658877	-0.02150004	-0.01993272	-0.01430555	-0.006335736	-0.01701187	-0.02333077	-0.02599273	-0.03345632	-0.03613887	-0.02425793	-0.01341362	-0.01667312	-0.02920985	-0.02205097	-0.01010387	0.0148683	0.01581714	0.009935397	-0.003198413	-0.01955077	-0.01531809	-0.02323283	-0.02048784	-0.02634451	-0.02706145	-0.01868462	-0.0218238	-0.01796559	-0.02657467	-0.03640924	-0.05270606	-0.0638501	-0.07449304	-0.08822059	-0.09001157	-0.09373606	-0.08222476	-0.07995867	-0.0794691	-0.07156927	-0.05225218	-0.03644666	-0.02024301	-0.02184903	-0.01076687	0.006222637	0.03898826	0.05824298	0.08432578	0.09963277	0.08534753	0.06255148	0.0509415	0.03862248	0.03585595	0.0393296	0.01985459	0.0146559	0.008987992	0.005034954	0.001025029	-0.01948271	-0.03689281	-0.06054461	-0.09130695	-0.1096729	-0.1125607	-0.07223368	-0.02787718	-0.02073309	-0.03400157	-0.04069047	-0.06300452	-0.001408833	0.05219096	0.05846471	0.03003526	0.003676075	0.001011766	0.008508289	0.02029696	0.02666024	0.02803103	0.01653427	-0.006807311	-0.03055285	-0.03109832	-0.0278924	-0.02605474	-0.03105041	-0.0263505	-0.01456363	0.0009901843	0.01218779	0.02917423	0.04855966	0.05725574	0.06146489	0.08314438	0.09345999	0.08636671	0.07429287	0.08200718	0.08917858	0.09902755	0.08653455	0.07398403	0.07518398	0.06251678	0.03720659	0.00454313	-0.02361453	-0.1022021	-0.2818648	-0.4141233	-0.3951993	-0.2038599	-0.1047723	-0.01064358	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
24.2S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1014169	-0.1682872	-0.104777	-0.01286497	0.02601039	0.04889067	0.03867459	-0.01087581	-0.03473268	-0.03900912	-0.02046872	-0.01593663	-0.0134238	-0.0036622	0.02981631	-0.006981767	-10	-10	-10	-10	-10	-10	-10	-10	-0.2955847	-0.3986727	-0.009854307	0.09166589	-0.0112944	0.01578445	-0.01380072	-0.02895051	-0.01626389	-0.01279788	-0.02625467	-0.03467902	-0.03008077	-0.0271661	-0.01522931	-0.01214129	-0.02013089	-0.01930296	-0.02327295	-0.02754348	-0.03203009	-0.02670004	-0.01287837	-0.01287123	-0.02126529	-0.02259126	-0.005892523	0.009007419	0.007130443	0.0106287	-0.009822001	-0.01146698	-0.01767983	-0.0173275	-0.01619165	-0.02113439	-0.02269799	-0.01267661	-0.01810085	-0.02348833	-0.03240131	-0.05415428	-0.06252743	-0.07682747	-0.09170344	-0.09687331	-0.1115774	-0.1009229	-0.09875806	-0.09246582	-0.08877388	-0.07919727	-0.0609377	-0.03315454	-0.005494965	0.005479654	0.003009924	0.01821147	0.03580249	0.05933632	0.07228363	0.08471008	0.07291809	0.0592357	0.04121035	0.04465277	0.03581994	0.04088612	0.02386518	0.0220553	0.009118908	-0.002799578	-0.0176584	-0.02737008	-0.04487918	-0.06558462	-0.09711393	-0.1250446	-0.1251733	-0.08841485	-0.02643533	-0.0006589772	-0.007371128	-0.03678233	-0.05842455	-0.01639828	0.05215579	0.06685625	0.02687556	-0.007893766	-0.02358325	-0.01756297	0.005920419	0.0117065	0.02087669	0.01662115	0.001973894	-0.01842801	-0.02104233	-0.01019293	-0.01035319	-0.01274985	-0.01753459	-0.00937595	-0.001516538	0.01392668	0.03226381	0.05276787	0.06046221	0.0760114	0.0835726	0.09473398	0.07599615	0.07828475	0.07256319	0.08124126	0.08809566	0.07789404	0.07559193	0.06539204	0.04346864	0.02820237	0.002211982	-0.02926438	-0.1084349	-0.237719	-0.3445229	-0.362563	-0.2611546	-0.05072688	-0.04190209	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
23.7S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.02825671	-0.025361	-0.08004277	-0.05801728	-0.02630143	-0.0132297	-0.0385337	-0.06890236	-0.05794523	-0.02726294	-0.009413998	-0.01980123	-0.01714005	-0.009346934	0.05227601	0.01302825	-10	-10	-10	-10	-10	-10	-10	-10	-0.1366444	-0.4455099	-0.1293328	0.09455863	-0.007726772	0.01158313	-0.02630255	-0.02389464	-0.0208368	-0.01440573	-0.03044476	-0.03786061	-0.03521234	-0.0304958	-0.02458707	-0.02255486	-0.02835562	-0.02111549	-0.02081054	-0.02451672	-0.02328517	-0.0228718	-0.01835374	-0.01164144	-0.01817561	-0.01564481	-0.001163061	0.005673104	0.01304097	0.001120236	-0.005007794	-0.01233497	-0.007764941	-0.01043544	-0.01232161	-0.01978975	-0.02238426	-0.01548863	-0.01518982	-0.02406851	-0.04411549	-0.06001368	-0.08429196	-0.09923555	-0.111689	-0.1149675	-0.1173955	-0.1056199	-0.09477802	-0.102293	-0.09619517	-0.08314738	-0.07768808	-0.04254472	-0.00005652724	0.01864317	0.01873715	0.01823394	0.04010108	0.04462212	0.06105239	0.06568263	0.06498276	0.0465055	0.04286471	0.03249708	0.02826957	0.02232893	0.02239086	0.01067251	0.002093635	-0.01681396	-0.03242611	-0.04856065	-0.04992251	-0.07456522	-0.1017079	-0.1186265	-0.1184158	-0.07894967	-0.03166239	0.005001365	-0.004371619	-0.03623274	-0.05904304	-0.02077758	0.03873533	0.06159982	0.02499074	-0.01708842	-0.03621965	-0.02907763	-0.009011696	0.003593301	0.009793864	0.01588568	0.009153128	-0.002270609	-0.003682795	0.006222388	0.01244607	0.007332993	-0.001152667	-0.004619036	0.004378947	0.01640218	0.03177311	0.04617196	0.06503143	0.07434054	0.08693161	0.08686209	0.08024795	0.06947772	0.07569456	0.07554876	0.07894979	0.0694058	0.06351198	0.0523266	0.03751675	0.01323488	-0.005320181	-0.05128708	-0.1123469	-0.1969963	-0.3014986	-0.3510423	-0.2139668	-0.03411054	-0.1034574	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
23.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.01428631	0.0432671	-0.008849685	-0.0660399	-0.07843232	-0.0886195	-0.1074306	-0.09779806	-0.06193798	-0.01329538	-0.003722801	-0.01218213	-0.01686306	0.007649348	0.05774881	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0514833	-0.4157814	-0.2380757	0.07236817	-0.0001777709	0.004985301	-0.02451033	-0.01873865	-0.01716563	-0.02674193	-0.03709854	-0.03995357	-0.0389069	-0.03246999	-0.03520134	-0.03376932	-0.03576517	-0.03077413	-0.02678037	-0.02857098	-0.02412409	-0.01893085	-0.01899702	-0.01776128	-0.01673359	-0.009551744	0.004108509	0.01245442	0.01614125	0.006706751	-0.01001564	-0.002273909	0.0001560087	-0.000583743	-0.00881957	-0.02287668	-0.02344537	-0.0159586	-0.01779598	-0.03142476	-0.05371062	-0.07453911	-0.1019272	-0.1240861	-0.1387348	-0.1381204	-0.1298314	-0.1071158	-0.09702808	-0.09748016	-0.09503266	-0.08671451	-0.09074315	-0.0537355	-0.01165495	0.02784552	0.0291266	0.02932915	0.02754998	0.0312075	0.03344638	0.04882059	0.043692	0.03767738	0.03031414	0.009882092	0.008815212	0.009565356	0.00982935	0.0008436044	-0.01638665	-0.02433032	-0.05027733	-0.05887405	-0.06557561	-0.08458265	-0.1023107	-0.09927879	-0.07914605	-0.06106316	-0.03873008	-0.005768527	-0.01425077	-0.03585122	-0.05063135	-0.0192468	0.02425142	0.04316656	0.01557527	-0.0143555	-0.03232926	-0.02342168	-0.008411181	0.001728253	0.005623418	0.01320855	0.01344802	0.01122155	0.0120976	0.02516703	0.03258294	0.02443276	0.007750223	0.006488421	0.01018309	0.01776058	0.02603078	0.04001673	0.05144985	0.06865951	0.08321935	0.08928639	0.07543296	0.07267259	0.06800066	0.07207408	0.0552835	0.04878004	0.04317695	0.0475004	0.02445275	0.003061483	-0.03198991	-0.05858083	-0.1035651	-0.1787597	-0.2983058	-0.3316705	-0.1864134	-0.07045609	0.02372263	-0.07456687	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.005237679	0.0675879	0.01984241	-0.06108439	-0.1061966	-0.131418	-0.1362984	-0.1266175	-0.07218336	-0.01838445	0.008059121	0.006380413	0.0003963068	0.02793302	0.05808996	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.2902186	-0.3372569	0.03236498	0.01479134	0.003198697	-0.01731468	-0.01309703	-0.027192	-0.03386849	-0.03832264	-0.03991608	-0.03495066	-0.03219096	-0.03594799	-0.0416303	-0.04986724	-0.04215635	-0.0388363	-0.03488257	-0.02841027	-0.0216336	-0.02441601	-0.021604	-0.01827395	-0.007371111	0.001042641	0.0190461	0.01599499	0.003795221	-0.002195389	0.003942575	0.009892573	0.004146644	-0.009989283	-0.02628197	-0.02618822	-0.02104781	-0.02859428	-0.04218824	-0.07097711	-0.08608746	-0.1167234	-0.1415131	-0.1656198	-0.1621296	-0.1414896	-0.1170282	-0.09769626	-0.08891319	-0.0804961	-0.08809761	-0.0849054	-0.06826015	-0.02016045	0.02546977	0.03798931	0.02856286	0.008798576	0.005889017	0.008460898	0.0170153	0.01931588	0.01659066	0.008439758	-0.001843845	-0.005784958	-0.001213609	0.001897621	-0.007245043	-0.01957216	-0.03564277	-0.05164781	-0.06189504	-0.07439219	-0.08368312	-0.08002624	-0.06823349	-0.04732072	-0.04409087	-0.0448345	-0.02751518	-0.0279696	-0.03195454	-0.03627695	-0.01766282	0.01065887	0.0185443	0.005515698	-0.01395964	-0.02309078	-0.01877283	-0.002411324	0.006370414	0.01154319	0.01379104	0.01786163	0.01747602	0.02574628	0.037209	0.04104787	0.03005562	0.01628505	0.01605279	0.01764947	0.01560862	0.02188726	0.03305676	0.04561324	0.0573773	0.08501969	0.086961	0.07523427	0.0617813	0.05546849	0.03869039	0.0209773	-0.002022793	0.02808222	0.02731443	0.01098997	-0.01852344	-0.04307983	-0.06049754	-0.07705203	-0.161552	-0.2801798	-0.3149883	-0.19475	-0.04377638	0.001939324	-0.04420805	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22.4S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.01333479	0.09897116	0.02947494	-0.05192132	-0.1074138	-0.1379147	-0.1594672	-0.1487155	-0.09830323	-0.03034276	0.005621159	0.01340907	0.01208174	0.03745957	0.05913469	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1270727	-0.4111613	-0.02167251	0.0369073	0.003862587	-0.0004192879	-0.01841747	-0.02940994	-0.03389911	-0.03893252	-0.04009365	-0.03221965	-0.02792935	-0.02985552	-0.04973317	-0.06121504	-0.06491593	-0.05042676	-0.04533463	-0.03589505	-0.031032	-0.03144162	-0.02489291	-0.0194575	-0.009698542	0.003478864	0.01687052	0.01943259	0.006379319	0.009368196	0.01813749	0.01339616	0.009886826	-0.01452888	-0.02369888	-0.02493889	-0.02572623	-0.04087503	-0.05584846	-0.07842804	-0.09378586	-0.1257143	-0.1630343	-0.1763529	-0.1783898	-0.1551434	-0.1237362	-0.1006301	-0.07619578	-0.06670537	-0.06567862	-0.0802213	-0.06411956	-0.02695324	0.02487032	0.03279857	0.01767388	-0.006812008	-0.01364594	-0.01846153	-0.01096593	-0.01253748	-0.0002653545	-0.00576988	-0.006729563	-0.007277311	-0.005735373	-0.00586199	-0.01333735	-0.02509023	-0.04623462	-0.04975312	-0.0598362	-0.07008784	-0.07048121	-0.05355599	-0.03579649	-0.0380493	-0.03246214	-0.03963463	-0.04445316	-0.03570415	-0.03136525	-0.02818626	-0.01817868	-0.00498316	0.00349255	-0.003276269	-0.01244995	-0.01954329	-0.009798154	0.00484383	0.0169568	0.01735251	0.02038678	0.02005632	0.02584458	0.03276379	0.04395824	0.0415841	0.03639823	0.03182976	0.02924526	0.0182278	0.01106837	0.01284362	0.03126061	0.04445664	0.05868153	0.07406428	0.07231621	0.04929661	0.03721827	0.02619973	-0.008483317	-0.03595772	-0.04151189	-0.004407068	0.01770601	-0.004006849	-0.0278084	-0.05064331	-0.0469185	-0.05384429	-0.1138798	-0.2272665	-0.2708072	-0.1820348	-0.05291102	-0.02020772	-0.05888535	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21.9S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.03651061	0.1081436	0.05978654	-0.01536849	-0.08276242	-0.1300696	-0.1690183	-0.1669709	-0.1319541	-0.06216899	-0.009975038	0.01089775	0.02001052	0.04403523	0.07095925	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04046385	-0.438626	-0.07538299	0.05831297	0.009398549	0.009210919	-0.02607107	-0.02166536	-0.037775	-0.03828036	-0.04430532	-0.03250329	-0.02568543	-0.02818977	-0.04591938	-0.06626195	-0.0779395	-0.06287044	-0.05102659	-0.04554565	-0.03995672	-0.03665683	-0.02838861	-0.01941437	-0.01086043	0.005629667	0.009186612	0.0163504	0.01348685	0.02014588	0.01857427	0.02416839	0.001450111	-0.01428432	-0.0225426	-0.02470277	-0.03170954	-0.05093261	-0.06852207	-0.0810703	-0.1026624	-0.1378724	-0.1696245	-0.1817215	-0.1798649	-0.1543448	-0.1304079	-0.1006871	-0.07711119	-0.04708124	-0.05467995	-0.06573226	-0.06093616	-0.03131368	0.009141117	0.02018217	0.001169889	-0.02372249	-0.0367137	-0.04283905	-0.04794963	-0.0373937	-0.02107798	-0.009529858	-0.00738467	-0.000663446	-0.005211672	-0.008659571	-0.02652992	-0.03751834	-0.04760858	-0.04397004	-0.04110334	-0.05116505	-0.0414676	-0.03183408	-0.02336914	-0.01562003	-0.0330343	-0.0275855	-0.04577211	-0.03466734	-0.03836792	-0.02711922	-0.02419763	-0.01436688	-0.005435824	-0.001985337	-0.01090836	-0.007780112	-0.002869961	0.01655867	0.02251233	0.02694778	0.02321474	0.02730904	0.02722512	0.03767093	0.04198873	0.0483226	0.04781691	0.04813844	0.03125628	0.008114503	-0.004964643	0.009517041	0.02811444	0.04280069	0.0441256	0.04226659	0.0284162	0.01111693	0.006746832	-0.01517862	-0.05704868	-0.07670187	-0.05898601	-0.01951051	0.009589635	-0.005605547	-0.040263	-0.05846289	-0.05076071	-0.02780304	-0.05862121	-0.1540641	-0.2057906	-0.1514636	-0.0572183	0.006421337	0.02091761	-0.3102179	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.03840201	0.07840146	0.1073661	0.09428117	0.02887021	-0.03595007	-0.1020441	-0.1491334	-0.1819332	-0.1592166	-0.1027122	-0.04675324	-0.006514631	0.01175683	0.04495465	0.09261931	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.404772	-0.1207217	0.08224972	0.01600025	0.005953086	-0.02301259	-0.0185525	-0.03095852	-0.03582835	-0.03941812	-0.03414392	-0.0243323	-0.02386044	-0.04551557	-0.06274379	-0.07850941	-0.06881876	-0.05805179	-0.0531262	-0.05666446	-0.04109035	-0.03747838	-0.02177402	-0.01410122	-0.008624455	0.004752642	0.001678036	0.01640352	0.01207086	0.01824878	0.01366871	-0.004696376	-0.02185996	-0.02086979	-0.02083161	-0.0343617	-0.05824062	-0.08345581	-0.09342872	-0.1106358	-0.148354	-0.1644833	-0.1795626	-0.1659749	-0.1409493	-0.1276409	-0.1017796	-0.07152404	-0.04164719	-0.04305065	-0.05427704	-0.05890299	-0.04388418	-0.01093758	0.003848479	-0.01958852	-0.04107668	-0.05963244	-0.06839269	-0.07883179	-0.05435998	-0.03014921	-0.009228051	-0.001151164	0.002233203	-0.006107931	-0.01913376	-0.03974281	-0.05024096	-0.03443086	-0.02203677	-0.01263192	-0.02082493	-0.01957419	-0.01709268	-0.006729556	-0.01366734	-0.02680326	-0.02785925	-0.03614063	-0.047183	-0.04334386	-0.04528783	-0.02781866	-0.0255915	-0.01128962	-0.007023403	-0.005899452	-0.006832565	0.004604867	0.01096168	0.02079684	0.0181984	0.02402255	0.02025766	0.02308679	0.0270492	0.04422094	0.05430144	0.06614046	0.05280519	0.02678381	-0.008066311	-0.01060048	0.006650927	0.02811192	0.02875557	0.0194286	-0.003907282	-0.01857774	-0.0214943	-0.01547731	-0.03772049	-0.06389272	-0.07622751	-0.05702336	-0.01507319	0.007243998	-0.02160761	-0.07344717	-0.104777	-0.06122134	-0.008060067	-0.01348512	-0.09113754	-0.1467699	-0.1119411	-0.04496239	0.02223909	-0.01523377	-0.07311726	-0.2780795	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21.1S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.07775595	0.06190495	0.1233424	0.0942622	0.06964554	0.0211343	-0.04034568	-0.1080333	-0.1611594	-0.1808812	-0.1456686	-0.08417752	-0.029843	-0.0001016695	0.02637843	0.08576698	0.07747491	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.3293446	-0.1774094	0.1043491	0.02711948	0.002543937	-0.02400001	-0.01407085	-0.02570844	-0.03310182	-0.03251544	-0.031692	-0.03011221	-0.02822903	-0.04859935	-0.05638923	-0.07592016	-0.06722934	-0.061658	-0.06866397	-0.06826612	-0.04984361	-0.05108879	-0.03369508	-0.02660825	-0.0170958	-0.01297025	-0.00003088966	0.0006183128	0.008763854	0.00905809	0.004628021	-0.01376783	-0.02368754	-0.02157347	-0.02252926	-0.03768661	-0.07919604	-0.09937713	-0.1073595	-0.1234035	-0.1413098	-0.1646015	-0.15888	-0.1514967	-0.1299444	-0.1217237	-0.1008577	-0.06779378	-0.04450208	-0.04159358	-0.05720665	-0.06082143	-0.05364941	-0.03045847	-0.02176219	-0.03686855	-0.0631614	-0.07779698	-0.09583834	-0.08577096	-0.05948055	-0.02852713	-0.005249091	0.0008007663	0.0010533	-0.02051985	-0.03604116	-0.05224423	-0.04774798	-0.0174914	0.009417011	0.01048375	-0.002056619	-0.01717944	-0.004732772	-0.007970962	-0.01514725	-0.02807167	-0.03364094	-0.03448695	-0.05045065	-0.0573699	-0.05233312	-0.04014873	-0.0343213	-0.02820102	-0.01549721	-0.01590188	-0.01743092	-0.01244243	-0.004547208	-0.002717342	0.003470806	0.007326742	0.0122339	0.01124853	0.02366918	0.03635155	0.06186585	0.06800693	0.05716898	0.02011543	-0.004869505	-0.007204716	0.008929571	0.01607699	0.01406019	-0.008360453	-0.02868052	-0.05179214	-0.04593513	-0.03342212	-0.02640894	-0.04748179	-0.06263389	-0.05049853	-0.008139609	-0.0002696083	-0.05693914	-0.1588154	-0.158856	-0.06327575	0.02046264	0.01983371	-0.04564033	-0.09014516	-0.08076328	-0.03140695	0.000009937366	-0.017025	0.0269681	-0.09099448	-0.2555972	0.0006722558	-10	-10	-10	-10	-10	-10	-10	-10	-10
20.6S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.08688268	0.04661619	0.1090288	0.07783008	0.06318671	0.05299519	0.02290613	-0.05419281	-0.1225623	-0.1748859	-0.1632782	-0.118624	-0.05594033	-0.01922327	0.00303972	0.0370753	0.1157792	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.2246411	-0.2480951	0.07275677	0.05455177	-0.0002042463	-0.02370245	-0.01166869	-0.0202274	-0.02763392	-0.02281628	-0.02060054	-0.02903406	-0.04002779	-0.03855353	-0.04551488	-0.07039144	-0.06668881	-0.0583296	-0.0692822	-0.09285039	-0.04858842	-0.06603087	-0.04189286	-0.03861532	-0.02673582	-0.02134257	-0.01145683	-0.007387572	-0.004898317	-0.0004417463	-0.01255919	-0.02084721	-0.03231217	-0.02951406	-0.03730357	-0.06309098	-0.08760493	-0.109299	-0.1183968	-0.1327513	-0.1457535	-0.1495422	-0.1505046	-0.136565	-0.1296426	-0.1167723	-0.09835705	-0.07585987	-0.05504559	-0.06079752	-0.06927329	-0.06882652	-0.06219526	-0.04719793	-0.04016304	-0.05547306	-0.07690959	-0.09788311	-0.09458129	-0.07722037	-0.04628254	-0.02316027	-0.009410715	-0.006112255	-0.01943348	-0.03474692	-0.04733163	-0.04959381	-0.03050832	0.009090247	0.03008344	0.02295463	-0.007727764	-0.01459588	-0.01010279	-0.01019812	-0.02328526	-0.03337959	-0.0333995	-0.03702661	-0.0497533	-0.0576375	-0.0521082	-0.04876877	-0.04380834	-0.04280545	-0.03639315	-0.02994433	-0.03501435	-0.03118482	-0.03018356	-0.02134731	-0.01210921	0.002922068	0.003541083	0.00709098	0.01344552	0.03503295	0.04945944	0.06535622	0.0499077	0.0272932	0.007137041	0.007814991	0.006393656	0.008466702	-0.006278043	-0.02156291	-0.04978825	-0.07155709	-0.07688576	-0.04636655	-0.02494987	-0.03046065	-0.05643516	-0.04283232	-0.004012744	-0.004667999	-0.1152142	-0.2354428	-0.1766181	-0.04396722	0.03634618	0.03867086	-0.01781764	-0.05449987	-0.04558067	-0.01718563	-0.01170377	0.03114651	-0.01175448	0.00196133	-0.2192629	-0.1731697	-0.002545444	-0.06315004	0.04666284	-10	-10	-10	-10	-10	-10
